"sedania_urls_link","sedania_urls_date_date","sedania_urls_date_user","sedania_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=84","Feb 24, 2021 9:09 AM","B4b4","Sedania, the next Dataprep in the making."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Feb 25, 2021 2:47 PM","MoSalah","Can’t seem to break 0.18..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Feb 25, 2021 2:48 PM","MoSalah","Next round touch 0.17 must jual..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Feb 25, 2021 7:37 PM","B4b4","Sedania has impairment loses of RM 7.259 m."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Feb 25, 2021 9:18 PM","MoSalah","So how can we now recover our losses... wait for next QR & that’ll be months more of waiting & ONLY IF they make profit"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Feb 26, 2021 9:25 AM","B4b4","Early this year, ie Jan 2021, Sedania bought 51% shares in Offspring Inc Sdn Bhd for about RM 15.116 m."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Feb 26, 2021 9:50 AM","B4b4","Just Google it....."" Offspring Inc Sdn Bhd"""
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Feb 26, 2021 8:13 PM","TCSS38","Jus buy oredi lose money... No hope le tis counter. Company keep making losses... All other counters got new contracts. This one sleeping"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Mar 1, 2021 9:45 AM","B4b4","Sedania....... QTR results......... Only impairment loses ie non cash item"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Mar 2, 2021 9:53 AM","B4b4","Sedania...... Mungkin akan naik macam Dataprep"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Mar 2, 2021 10:05 AM","MoSalah","The key word is 'mungkin'... sigh"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Mar 3, 2021 9:16 AM","B4b4","Sedania BOLEH"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Mar 3, 2021 1:27 PM","MoSalah","Very, very low volume... come on Sedania wake up, let us hear something interesting"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Mar 3, 2021 2:50 PM","B4b4","Sedania BOLEH."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Mar 5, 2021 9:23 AM","MoSalah","No volume, zero transaction... undecided whether to laugh or cry"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Mar 11, 2021 10:17 AM","MoSalah","Finally sold, at a loss... what a thrilling ride, downhill all the way, no need to kayuh"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Mar 11, 2021 12:06 PM","MK76","Boss UZMA beli Sedania. Mmg hairan. Sedania nk masuk OnG ke?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Mar 11, 2021 2:55 PM","1728","Engine sudah start"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Mar 11, 2021 3:12 PM","MK76","Power giler. Ohsem!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:15 PM","Syndicates","Oi apa lj"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:31 PM","nixonteh85","mayday mayday"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:36 PM","bulldog","Accumulation in progress
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:36 PM","NawaMan","Limit Up within 14mins... WTF happened?? hhahahahaa"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:36 PM","caonima","no significant vol rise recently, be careful 1 day pump & dump"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:37 PM","bulldog","Limit up in the making
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:38 PM","fms016","wow..today really perform..unexpected.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:40 PM","xaxaaxa","wow apalanjiao"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:44 PM","JamesRubin","Looks like a typical pump and dump activity.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:46 PM","boonkeng16","Dataprep 2.0?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:50 PM","nixonteh85","after goreng Minda -> G3 -> Wz -> sasbadi
dah dapat target baru 'Sedania' sedar ia"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 12:53 PM","longvalley","Baru Kau tahu......."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 1:13 PM","bulldog","Ini kalilah
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 1:14 PM","bulldog","Dataprep on the making
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 1:14 PM","xaxaaxa","continue 2nd half ! like how dataprep breakthru 1st day"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 1:17 PM","bulldog","When market open... people will startchasing
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 1:23 PM","bulldog","Possible Will be today top volume unless limit up
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 1:25 PM","Silentreader88","SUPER LOSS making company kena goreng, but still got a lot traders willing to buy at 0.450 LU price? these kind of traders must be very rich like dont care and dont mind their 40-100k investment just being flushed down just in one day.
While there are A LOT good fundamental stocks at oversold or very cheap yet these traders dont bother. :) but up to you lah, like to donate money to manipulator (syndicate)"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 1:30 PM","bulldog","Possible new shareholders Nasri nasrun bring more bisnes venture to sedania..
At technology incubator Sedania Innovator Bhd, Datuk Nasri Nasrun emerged as a substantial shareholder after acquiring 20 million shares or 6.62% of the company on Jan 19. The acquisition was announced on March 9.
Nasri, an accountant by training, is also involved in other industries such as ICT through SCAN Associates Bhd and oil and gas services through Setegap Ventures Petroleum Sdn Bhd — now an 86%-owned subsidiary of Uzma Bhd.
Sedania did not say at what price Nasri acquired the shares. However, the counter was trading at 14 sen to 14.5 sen on Jan 19. At last Tuesday’s price of 15 sen, the group was valued at RM45 million.
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:11 PM","FutureGains","88.. u are newbie.
.don know."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:33 PM","TomyamGong","Sedania ni pandai main la .. clap clap"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:34 PM","Silentreader88","newbie what? everyone know its simply a pump and dump, pre lunch closed at 370 the open huge gap down at 300.. hmm better miss chance than missing hard earning money"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:37 PM","TomyamGong","Anyone bought above 0.40 today? hehehe"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:38 PM","Chong3710","Preparation before Raya"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:43 PM","Silentreader88","-earning, you can earn big profit if you follow manipulator. if you are late, then you left with underwear. But this is bursa malaysia, dont worry use your hope analysis waiting for other manipulator to cont pump in again till RM4 like dataprp :)"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:44 PM","Sweetchocalates","Wow. Operator collect since last year june"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:44 PM","Sweetchocalates","Patient gila"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:44 PM","TomyamGong","Counter ini once you got trap, it might takes 3-5 years time for you to escape. Think twice before you buy"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:45 PM","nixonteh85","bersiap-sedia"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:46 PM","bulldog","Just ride the wave.
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:47 PM","bulldog","Heart must be steady
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=85","Apr 19, 2021 2:48 PM","bulldog","Know when to cut win
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 2:50 PM","Kenny_Lee_Yop","microsoft ?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 2:50 PM","Sweetchocalates","Next is mediac"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 2:54 PM","The St. Goreng","This is Sedania or Sedunia. Macam whole dunia go hentam only.
Up 135%; unless substantiated by First Cryptocurrency in Malaysia? Alamak!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 2:54 PM","bulldog","Up up on the way
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 2:55 PM","bulldog","Raya angpow coming
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 2:55 PM","bulldog","Limit up?
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 2:56 PM","NawaMan","NOSH 302mil only... very easy to fly"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 2:56 PM","The St. Goreng","Only insider know la, ikan bilis can only gamble, buta2 follow-in but don't play big money la, small money saja to excite the adrenaline otherwise Bursa boring like hell also..
Or play safe sideline saja."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 2:57 PM","bulldog","Others counter freezing... sedania on the move
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 2:59 PM","bulldog","Good advice GorengHealthcare
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:00 PM","CUTLOST","Come on 50cts gd news coming"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:01 PM","bulldog","Tak confident beli 100lot beli 50lot dulu...atau 10 lot....free KFC tonight
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:06 PM","HosehLim80","Kasih hamtan la! 0.80 coming"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:07 PM","nixonteh85","target for today top 3 volume"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:12 PM","HosehLim80","LU today!! Go go go!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:15 PM","bulldog","Dataprep in the making
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:15 PM","Sweetchocalates","Mediac will be also another one"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:16 PM","The St. Goreng","wah sapu after afternoon break 33 sen 35 sen sudah in the money."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:29 PM","bulldog","15min untung 10k.... angpow coming
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:31 PM","chopstick","10min untung 20k....raya duit mari
kuat kuat"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:32 PM","bulldog","Hantam untung masuk Balik
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:33 PM","bulldog","Bulldog take tea break first
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:38 PM","chopstick","anging ini banyak bising, empty vessel made the most noise"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:39 PM","wkkht","one day show？"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:42 PM","CUTLOST","Asyik untung jea nie.. Susah mau rugi when ur play bursa stock.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:48 PM","mailaman9516","take profit lari"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:52 PM","fms016","2nd Saudee.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:53 PM","bulldog","Limit up in the making?
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:53 PM","xaxaaxa","DATA LU HE LU"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:55 PM","nixonteh85","no lu, masuk pocket dulu, always the 1st choice"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:56 PM","isvan17","Listen.. news coming in.. read the latest news.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 3:56 PM","The St. Goreng","belum lagi closing; monitor dulu apa pattern shark ini"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 4:01 PM","bulldog","Tomorrow 85?
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 4:11 PM","The St. Goreng","TP fiesta...."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 4:17 PM","lunalight","888888"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 4:25 PM","Kenny_Lee_Yop","https://www.theedgemarkets.com/article/pm-announces-microsoft-partners..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 4:33 PM","nixonteh85","next show--> sersol"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 4:50 PM","Edmundtrade","@kennyLee , anything to do with Microsoft Datacenter for Sedania?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 5:15 PM","Kenny_Lee_Yop","https://www.thestar.com.my/business/business-news/2021/04/19/microsoft..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 5:43 PM","SourceTrustMe","Tomorrow sure gap down, not even a question, one time spike thing."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 5:50 PM","Chong3710","Last round when Dr. M mention the company name it hit limit up, but this round I don’t even see it’s name is mention. Let’s see tomorrow"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 6:19 PM","Gooner82","Tomorrow limit up 70sen?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 6:33 PM","isvan17","Read latest news.. something big coming.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 6:44 PM","HosehLim80","Tmr kasi huat la!! 0.80 coming!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 7:09 PM","paliyahya","Ada news kan? Rumours ckp powert than data. Nnti tgk mcm mne. Rm10? Hha. Target rm3 cukup dah"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 9:04 PM","SemutApi","Bought at RM0.360 and reentry at RM0.385 and sold all today"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 9:22 PM","James Ng","https://klse.i3investor.com/blogs/general/2021-04-19-story-h1563398842...
[转贴] [Video:浅谈SEDANIA INNOVATOR BHD, SEDANIA, 0178] - James的股票投资James Share Investing"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 10:48 PM","mbbx6sm3","Got source inside sedania says got one of the mou's out of 5 companys. Just keep ur shares. Smart money flow into this counter."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 11:22 PM","isvan17","This is the hint:
""Microsoft has a global commitment to shift to 100 per cent supply of renewable energy by 2025. This means Microsoft will have power purchase agreements for green energy contracted for 100 per cent of carbon-emitting electricity consumed by all its datacentres, buildings, and campuses, including the planned Malaysia datacentre region."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=86","Apr 19, 2021 11:23 PM","boonkeng16","Heard Tesla is buying this company. Hold your ticket tight..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 12:55 AM","apple1999","No, i heard is sedania is buying tesla"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 2:24 AM","BennyWong","Sedania buying Tesla....LOL"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 7:22 AM","sammyramon","No, Sedania buying Dataprp n Dnex"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 7:29 AM","xxxx","Is this cock and bull, bull only or bear only?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 7:48 AM","isvan17","Limit up today.. Rugi tak beli.. Huat Chaiiiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 8:21 AM","Cash Only","ARBB is coming.. also doing software development.. the most profitable small cap"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 9:09 AM","ayendodo92","Thank You money, arigato money"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 9:11 AM","isvan17","Up up up!!!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 9:13 AM","bulldog","Limit up in the making
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 9:13 AM","bulldog","Got 35 today
Huat chaiii"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 9:15 AM","Alfonso","aiyo, this rocket kawkaw huatlo"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 9:36 AM","isvan17","Limit up coming!!! Good news coming!!!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:29 AM","HazByn","a moment of silence for our fallen brothers...."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:30 AM","nixonteh85","Magic, popcorn show. Wait season 2"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:34 AM","isvan17","Sapuuuuu!!!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:35 AM","TomyamGong","As i mentioned earlier, think twice before you buy this"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:38 AM","MrGoingUp","50 cent is coming trust me"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:39 AM","Wiser114411","Dropped to 28 cents just now"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:39 AM","NawaMan","Bulldog are you ok??"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:41 AM","Douglas Li","buy based on fundamentals, not based on volume..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:43 AM","isvan17","Buy when cheap"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:43 AM","Sweetchocalates","Dun chase this garbage already. They been collecting since last year. Push up high higj to attract waterfish. Another company going to ne like sedunia is MEDIAC."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:45 AM","Sweetchocalates","Mediac still in accumulation phase. Sedunia is already in distribution phase after the first pump up"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:52 AM","Up Slowly Better La","mad roller coaster chart i ever see...open drop mad to 0.32 then pull up back to 0.435 and now drop back 0.30 and now up 0.38....big heart to in this counter"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 10:56 AM","HosehLim80","Time to sapu SNTORIA. Big show coming!"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 11:00 AM","Chong3710","Over cook yesterday"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 11:02 AM","blockofstone","looks like volume coming in... maybe another pump..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 11:10 AM","isvan17","Will close 0.5 today"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 11:13 AM","ayendodo92","Hihi"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 11:18 AM","Sharegod88","really?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 11:22 AM","MrGoingUp","yes"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 11:31 AM","blockofstone","support 30
intraday 31.5
resistance 1 34
resistance 2 38
resistance 3 42
resistance 4 44
lets see how it goes"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 11:34 AM","MrGoingUp","big news coming"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 11:50 AM","Sharegod88","coming now"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 11:52 AM","seablue36","what news"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 11:55 AM","MrCompounding","Sedania Innovator bullish on 2021 growth prospect
https://themalaysianreserve.com/2020/12/07/sedania-innovator-bullish-o..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 12:04 PM","MrCompounding","7 Dec, 2020 Sedania Innovator bullish on 2021 growth prospect
3 Nov, 2020 Sedania Innovator joins health tech
16 Sep, 2020 COVID-19 pandemic has given Malaysia’s digitalisation a big boost
27 Jul, 2020 e-KYC concept enhances secured financial services for customers
8 May, 2020 Sedania remains focused to expand ecosystems
26 Apr, 2020 Sedania expands footprint into Latin America
23 Apr, 2020 Sedania As Salam Capital to offer e-mandate service on e-marketplace
15 Apr, 2020 Sedania Innovator partners India’s Paytm First Games
10 Apr, 2020 Will Malaysia’s financial sector finally take digital transformation seriously after Covid-19?
https://www.sedaniainnovator.com/news"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 12:06 PM","MrCompounding","Bursa Securities had vide its letter dated 2 April 2021, has resolve to approve an
extension of time of 6 months from 6 April 2021 up to 5 October 2021 to complete the implementation of the Private Placement.
https://www.bursamalaysia.com/market_information/announcements/company..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 12:09 PM","MrCompounding","Greentech, Fintech, Telcotech, IoT, and Esports
https://www.sedaniainnovator.com/about"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 12:12 PM","MrCompounding","Sedania Corporation Sdn. Bhd. 35.77%
Maybank Private Equity Sdn. Bhd. 8.27 %
Nasri bin Nasrun 6.62%
Grup Buku Karangkraf Sdn. Bhd. 0.66%
https://www.bursamarketplace.com/mkt/themarket/stock/SEDA/ownership"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 12:16 PM","shortinvestor77","Better sell. No news."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 12:16 PM","MrCompounding","Insider Moves: Media Prima Bhd, Dynaciate Group Bhd, Sedania Innovator Bhd, Signature International Bhd, Complete Logistic Services Bhd, Ta Win Hold­ings Bhd
At technology incubator Sedania Innovator Bhd, Datuk Nasri Nasrun emerged as a substantial shareholder after acquiring 20 million shares or 6.62% of the company on Jan 19. The acquisition was announced on March 9.
Nasri, an accountant by training, is also involved in other industries such as ICT through SCAN Associates Bhd and oil and gas services through Setegap Ventures Petroleum Sdn Bhd — now an 86%-owned subsidiary of Uzma Bhd.
Sedania did not say at what price Nasri acquired the shares. However, the counter was trading at 14 sen to 14.5 sen on Jan 19. At last Tuesday’s price of 15 sen, the group was valued at RM45 million.
https://www.theedgemarkets.com/article/insider-moves-media-prima-bhd-d..."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 12:30 PM","adikkici","shark waiting at 0.3"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 12:30 PM","Sharegod88","new coming soon...buy buy buy"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 12:39 PM","MrCompounding","Not given UMA for yesterday sudden spike. Must be something great ?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 1:02 PM","TedTock","What’s cooking here?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 1:14 PM","isvan17","Close green today.. 0.5.."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 1:23 PM","Sam111","Drop like hell, still close 0.5 today?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 1:38 PM","WinWin995","isvan17, u sure or not? close 0.50? ..really drop like hell! LoL"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=87","Apr 20, 2021 1:46 PM","ABC118","Ha ha ha ha....."
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=88","Apr 20, 2021 1:51 PM","vtroopsvin","Guess, should be in red today"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=88","Apr 20, 2021 2:06 PM","arcadicus","continue to drop ?"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=88","Apr 20, 2021 2:17 PM","blockofstone","rally after lunch"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=88","Apr 20, 2021 2:36 PM","MrGoingUp","dropping here. now all going to ucrest"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=88","Apr 20, 2021 2:37 PM","shibatrader","be patience
slowly nimble here"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=88","Apr 20, 2021 2:38 PM","shibatrader","accumulated at 310 , once it is done, off we go"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=88","Apr 20, 2021 3:05 PM","seablue36","is going back to 0.28?????"
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=88","Apr 20, 2021 3:12 PM","Citadel9999",""
"https://klse.i3investor.com/servlets/forum/800004367.jsp?ftp=88","Apr 20, 2021 3:36 PM","Sharegod88","u all bought at which price?"
