"vsolar_urls_link","vsolar_urls_date_date","vsolar_urls_date_user","vsolar_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:15 PM","BabyAce","Index already breached 1600 already super bullish, scared what?lol"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:16 PM","Gerrarddy","Follow me I bring u go Holland.. I just started to play shares since March.. and 90% of my profit already paid back to the market lol.. luckily this counter is starting to earn"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:18 PM","Surge","Tomorrow may continue the momentum to inch up further. My TP 7c"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:25 PM","Ozil88","Reply to Surge
You're right, tomorrow will reach our TP, at 0.075, God willing
100% gain in hand ;) Yaaaaaaahoooooooo"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:26 PM","BabyAce","U all dunno Ozil88 and Avalon88 haven't bring their Sultan of Brunei and help pump only correct Ozil88?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:28 PM","Ozil88","Reply to babyace,
I'm not from Brunei :) lol
I think Avalon88 is from Brunei"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:28 PM","piew","wahh...my TP is only .065 maybe I should change it like yours.
===================================================
Ozil88 Reply to Surge
You're right, tomorrow will reach our TP, at 0.075, God willing
100% gain in hand ;) Yaaaaaaahoooooooo"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:31 PM","Imnoobonly","Ozil88 rich rich... Bought 0.03 a lot... So lucky"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:33 PM","Ozil88","Reply to piew,
Yeah, bro 0.065 is actually decent, still beneficial. And when you want to gain more, you can change it to 0.075
Happy investing bro
And invest at our own justification ;)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:33 PM","Lasagna","Go go Vsolar to RM 1.00"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:35 PM","Ozil88","Reply to Imnoobonly, I actually bought ranging from 0.030 to 0.050, so my average is 0.036.. actually 0.07 should already about 100% gain, I just aim higher, hehe"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:36 PM","jessica8026","i will follow and key at 0.075 too..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:37 PM","BabyAce","Lasagna is the best the only person same TP as me RM1 hahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:39 PM","Surge","Now warrant is 3.5c another cheap entry for VSOLAR"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:39 PM","Surge","Now warrant is 3.5c another cheap entry for VSOLAR"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:40 PM","Imnoobonly","10 cent can? 0.075 feel like less la... Hahahaha... Wait so long jor...."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:41 PM","BabyAce","RM1 follow me and Lasagna"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:42 PM","Ozil88","Reply to Imnoobonly,
Ya, 0.100 is very good, I set my TP2 at 0.100
Worth waiting bro"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:43 PM","charchar","I just top up again in 0.055, l believe it could still go higher!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:43 PM","Imnoobonly","Rm1 rich rich jor hahahaha... A lot millionaire... Look like tomorrow got chance 0.075..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:44 PM","Imnoobonly","Last min so power"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:44 PM","Surge","If announcement tonight VSOLAR won the project, tomorrow will be explosive run."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:45 PM","Ozil88","Hehe, ya I think tomorrow is the day when we finally reach our 0.075"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:45 PM","charchar","@Surge where can I see the details of the project?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:46 PM","Imnoobonly","0.055 a lot buyer"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:48 PM","Ozil88","Ya, 99% confirm tomorrow reach at least 0.070"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:49 PM","Imnoobonly","Tomorrow 0.075... See u want to run or not.... Hahahahhaahahha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:50 PM","Surge","VSOLAR, Permaju, team up to bid for RM217m large-scale solar power project
Author: damiantreez | Publish date: Wed, 2 Sep 2020, 9:10 AM
KUALA LUMPUR (Sep 1): Permaju Industries Bhd has teamed up with Vsolar Group Bhd for a RM217 million large-scale solar power project in Seremban.
The group said its unit Genbayu Gemilang Sdn Bhd has inked a joint venture (JV) agreement with Vsolar to regulate their relationship as shareholders of Cubetech Asia Sdn Bhd, which is bidding for the project.
""Cubetech Asia intends to submit its tender to build and operate a large-scale solar 4 (LSS4) proposed 50MW plant in Seremban subject to the terms and conditions stipulated in the JV agreement,"" the group said in a bourse filing.
""The project consists of terms including a concession period under a power purchase agreement with Tenaga Nasional Bhd, spanning 21 years starting from the commercial operation date by Dec 31, 2023,"" it added.
Under the agreement, Genbayu Gemilang will lease the required land to Cubetech Asia at no cost to undertake the project. The former will hold a 70% stake in Cubetech Asia, while Vsolar will hold the remaining 30% equity interest.
Permaju said Vsolar will manage and operate Cubetech Asia and assist the latter to secure financing for the project via a mix of equity and debt financing amounting to RM173.6 million and RM43.4 million respectively.
Vsolar is also to assist Cubetech to secure a bid bond amounting to RM1 million and a performance bond totalling RM10 million in the event the latter is awarded with the project.
""The JV agreement will provide opportunities for the parties to establish a strategic partnership for various activities based on the respective parties' expertise and strengths which allow the parties to tap into each other's expertise, networks and resources,"" said Permaju.
Shares in Permaju closed unchanged at 30 sen with 7.08 million units done. This gives the group a market capitalisation of RM58.78 million.
Vsolar's share price settled half a sen or 9.09% higher at six sen with 62.48 million units changing hands. This values the firm at RM103.52 million.
https://www.theedgemarkets.com/article/permaju-vsolar-team-bid-rm217m-..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=179","Nov 16, 2020 4:51 PM","BabyAce","Sorry I won't run. Waited since 4-5 months ago, wait till like want to die already let go so cheap meh? RM1 lar..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 4:51 PM","Ozil88","Today might be the last day we got to see this 0.055, after tomorrow price might be so expensive..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 4:52 PM","BabyAce","Ozil88 wake your Avalon88 up ask her go get her backup to pump VSolar tomorrow."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 4:54 PM","Imnoobonly","Same same... Will keep longer cos wait so long oso... Hahahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 4:54 PM","Kylexy","can v solar higher tomorrow? I need to cl my kanger to enter vsolar huhu. hoping Vsolar can up to rm1 haha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 4:56 PM","Imnoobonly","Everyone hoping it will go higher of course.... Hahaha... But since last week volume high.... Sure got something brewing.... Maybe LSS4 hihihi...."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 4:56 PM","BabyAce","Kylexy your Kanger matter of time gonna pump nia, suggest you hold first."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 4:57 PM","Ozil88","Reply to Kylexy,
Yes dear, will reach at least 0.07 tomorrow
Happy investing and invest at your own risk ;)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 5:41 PM","Ezitrade","sold AT. All in VSOLAR"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 5:47 PM","Kylexy","thankyou ozil . i have your words. will hold until rm1 hihi"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 6:03 PM","ShawnYY","Good good flying high this week. BabyAce wait for me at Rm1"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 6:05 PM","jibrilsayang1","Nenek where are U"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 6:06 PM","yameyamo","Project in sepang ? Solar plant . Cooperation with permaju"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 6:07 PM","Runnerup","earn AT money ，buy VSolar .... win win"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 6:14 PM","BabyAce","Reason why AT can't move much is it all from AT hibernate to VSolar?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 9:27 PM","dosn","time to run. sell tomorrow. tomorrow will drop. this is a trap."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 9:33 PM","Seiran","dosn, ko je la yg sell, hahaha, kitorang tunggu sampai TP baru sell"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 9:34 PM","Seiran","Kitorang tengah tunggu projek bhaikk punya, LSS4.. Mantul"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 9:38 PM","Maxbolt","Bru keluar gua tu.. Tu yg sell sell run run.. Maafkan la dia.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 9:54 PM","Seiran","Analisis guna HeikinAshi = HOLD
Nak up tu besok"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 10:23 PM","frankietan","dosn panggil orang sell pasal dia mahu beli pada harga murah .ha........ha..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 16, 2020 11:16 PM","Gerrarddy","Tomorrow will drop, after it goes up to 15 sen woohoo"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 12:19 AM","Ezitrade","chairman is 'somebody' in parti keris, sure high chance to get LSS4 which expected to be awarded end of 2020..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 7:53 AM","Avalon88","Salam and good morning everyone
Let's pray that our lives will be more wonderful than before :-)
And may this Covid-19 pandemic end sooner"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 8:02 AM","Ozil88","Aamiin
Good morning guys ;)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 8:25 AM","BabyAce","VSolar the cheapest green energy player and with the most potential in Bursa."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 8:33 AM","Gerrarddy","Morning guys, today up minimum 1 bid, siapa beli siapa untung!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 8:36 AM","BabyAce","gerrarddy faster ask insider to push to my TP RM1 already lar...hahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 9:03 AM","Gerrarddy","Slow and steady, no need rush haha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 9:15 AM","Imnoobonly","Good morning"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 9:26 AM","Zolan2020","agree with @gerrarddy"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:14 AM","CoolJay","no power dy :( bought at 0.055.. hopefully this not penthouse haha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:17 AM","pam393","@BabyAce, possible to reach RM1 ???
My TP is only 10cents :)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:18 AM","BabyAce","RM1 don't dream la. I say RM1 to make myself happy only u all don't dream with me hahaha. Put whatever TP u want as long u can make money."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:21 AM","dosn","time to run. sell tomorrow. tomorrow will drop. this is a trap.
told you yesterday."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:23 AM","BabyAce","Yaya time to run. Sell please I still waiting for the pullback hahaha."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:25 AM","dosn","already sold. thank you. :)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:25 AM","Up Slowly Better La","Probably is a penthouse trap as now profit taking is strong for short term player. If you are long term player, then just close eye and come back 3 - 6 month later"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:29 AM","dosn","2 month for me. start collecting @ 0.035 last month.
now i think will drop to 0.045.
collect again."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:35 AM","piew","was happy to see .06 this morning now it flushes going back to .05
time to collect some more and wait for another rally"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:36 AM","TheTruthHurt","Don't think it will break 0.06 today. Most likely back to < 0.05"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:44 AM","Ozil88","Reply to dosn,
You a a liar, what you sell when you don't have any Vsolar shares? LOL, liar always lie..
Last night you told investors to sell so that you can buy low price, that means you still haven't buy it. Now the price is still 0.055, I know you haven't bought, so what u sell? LOL, liar detected"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:46 AM","Erickson","i buy vsolar-or until now , just waiting fly to 20cent only tp .... waiting...."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:50 AM","jessica8026","so many shareholders selling... im a bit worry..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:52 AM","afifi","relax must
break this stage."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 10:54 AM","Avalon88","Reply to Jessica8026,
It's just ikan bilis want to make living, so they sell.
Pro investors still stay, until 100% ;-)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 11:00 AM","Imnoobonly","Today a lot counter red... Top 4 drag all down... Just keep... No worry... Want sell oso can... A lot still want collect :)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 11:02 AM","dosn","keep selling down guys.
waiting @ 0.045
you can see no more 1million++ buy que"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 11:02 AM","Gerrarddy","Up more than 50% in 2 weeks, down 1 bid only and many are panic already lol"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 11:02 AM","Seiran","No worries, Mega Project ahead, awaiting for government to grant it to us ;-)
LSS4 I'm coming to you ;-)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=180","Nov 17, 2020 11:03 AM","The_Daily_Trader","have money buy vsolar warrant (VSOLAR-WB), still cheap and will spike up once mother rise 0.70. less investment high profit. Still save as the expiry date still far (2024)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 11:08 AM","Ozil88","Those who selling at 0.055 will regret it later, when the LSS4 granted to us, by that time price is more than 0.090, most likely above"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 11:24 AM","Seiran","Betul tu Ozil, yg jual kat 0.055, akan putih mata bila harga mencanak naik ke 0.090 :-) menyesal jual awal, hihi"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 11:24 AM","newbie_8888","yeah i'm also positive with Vsolar. just bought 1 week ago at .045. study this stock i think the posibility to win tender is good.i put all my capital here. today they wanna test suport at 0.5. seem very strong and soon can fly warming up.lets pray and hope soon to be this stock come back. see u guy at .12 sen. wanna sleep now. hahahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 11:35 AM","Seiran","Iya Newbie8888, yang beli all in macam kita ni akan setia menunggu sehingga pengumuman dari kerajaan
LSS4 We Come To You :-)"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 11:35 AM","limontea","Hold"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 11:42 AM","Seiran","Ya, analisis guna Heikin-ashi kata hari ni HOLD
Maybe akan close 0.06 - 0.065 petang ni, so kena hold dulu"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 11:43 AM","Imnoobonly","If read permaju news acquired PNE share, got mention oso Genbayu appoint PNE for LSS4... Mcm high chance they can get LSS4. And lately vsolar oso high volume.... From 0.03 to 0.055"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 11:43 AM","BabyAce","shhhhhhhhhh bro whyyyyyyyy"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 12:10 PM","Imnoobonly","Alamak... Cannot share? Shall i delete?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 12:26 PM","BabyAce","You need to ask people pay you money hahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 12:28 PM","dosn","So Vsolar is not going to get this LSS4?
Conlanfirm going to drain?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 12:29 PM","BabyAce","Ya going to drain. dosn u can set your buy order @ 0.5 sen already hahaha. I will still buy on pullback."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 12:33 PM","Imnoobonly","Lol dosn... I think u just join la.... If u join 2-3months back u should know about this LSS4. Hahahaha...."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 12:35 PM","Imnoobonly","BabyAce You need to ask people pay you money hahaha
17/11/2020 12:26 PM
Hahaha... Is ok... Sharing is caring hahaha... Still invest in ur own risk..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 12:45 PM","jeffbong","sold at 0.055
will go in once it goes to 0.02...think lose momentum edi"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 12:47 PM","Kylexy","so vsolar will not reach 0.6 because they do not have the tender right ?"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 1:10 PM","Imnoobonly","Aiyoyo... U all no read news ler.... Just see what we write only ka?
KUALA LUMPUR (Sep 1): Permaju Industries Bhd has teamed up with Vsolar Group Bhd for a RM217 million large-scale solar power project in Seremban.
The group said its unit Genbayu Gemilang Sdn Bhd has inked a joint venture (JV) agreement with Vsolar to regulate their relationship as shareholders of Cubetech Asia Sdn Bhd, which is bidding for the project.
""Cubetech Asia intends to submit its tender to build and operate a large-scale solar 4 (LSS4) proposed 50MW plant in Seremban subject to the terms and conditions stipulated in the JV agreement,"" the group said in a bourse filing.
""The project consists of terms including a concession period under a power purchase agreement with Tenaga Nasional Bhd, spanning 21 years starting from the commercial operation date by Dec 31, 2023,"" it added.
Under the agreement, Genbayu Gemilang will lease the required land to Cubetech Asia at no cost to undertake the project. The former will hold a 70% stake in Cubetech Asia, while Vsolar will hold the remaining 30% equity interest.
Permaju said Vsolar will manage and operate Cubetech Asia and assist the latter to secure financing for the project via a mix of equity and debt financing amounting to RM173.6 million and RM43.4 million respectively.
Vsolar is also to assist Cubetech to secure a bid bond amounting to RM1 million and a performance bond totalling RM10 million in the event the latter is awarded with the project.
""The JV agreement will provide opportunities for the parties to establish a strategic partnership for various activities based on the respective parties' expertise and strengths which allow the parties to tap into each other's expertise, networks and resources,"" said Permaju.
Shares in Permaju closed unchanged at 30 sen with 7.08 million units done. This gives the group a market capitalisation of RM58.78 million.
Vsolar's share price settled half a sen or 9.09% higher at six sen with 62.48 million units changing hands. This values the firm at RM103.52 million."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 1:11 PM","Imnoobonly","Kylexy so vsolar will not reach 0.6 because they do not have the tender right ?
I dont know.... I only know something brewing due to the volume.... Result not yet out la..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 1:25 PM","Gerrarddy","Aiyo dont be so nervous la guys, wait a few more days, at most also one more month, this counter will surely touch 10 sen and above.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 1:26 PM","charchar","Patience is the key. if you are a contra player then i feel sorry for you"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 1:27 PM","BabyAce","Yalor our big boss gerrarddy also say this is just the beginning ma...Today didn't move much already panic hahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 1:34 PM","Gerrarddy","Yalo.. see the target price by i3investor, we still have 0.155 to go!"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 1:42 PM","spammerx","President elected Joe Biden is big on green energy.. maybe can impact on vsolar share price"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 1:45 PM","Imnoobonly","0.155 happy happy jor"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 1:45 PM","Blabla789","If you are looking for shorterm or gamble, this is not the right counter for you, energy company will not grow in just 1 or 2 months, be patient, solar will be the next energy for every car, household and factory... Fuel will be replacing, just the matter of time."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 1:46 PM","Lasagna","Go go Vsolar your friend Nexgram ahead of you to 7 cents..goooooo"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 1:48 PM","BabyAce","15.5 sen too low la..I everyday sleep I dream VSolar is RM1 one haha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:03 PM","Maxbolt","Touch 20 sen pon sudah ckup happy.. Kalau rm1 mmg happy sgt2 la.. X salah angan2.. Mana tau.. Realiti"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:05 PM","Maxbolt","2nd round masuk vsolar.. 1st profit almost 8k..tunggu tis round lak.."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:09 PM","nmsfqi","TP RM0.20 towards LSS4"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:13 PM","Imnoobonly","BabyAce 15.5 sen too low la..I everyday sleep I dream VSolar is RM1 one haha
Hahaha rm1 happy till cannot sleep"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:14 PM","DreamCruiser","No movement at all"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:14 PM","DreamCruiser","Lagi tidor juga kah"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:14 PM","DreamCruiser","Still hibernating juga kah"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:14 PM","DreamCruiser","What la"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:15 PM","DreamCruiser","Apa daah"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:15 PM","DreamCruiser","Don't know when going to move"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:15 PM","DreamCruiser","No idea"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:15 PM","DreamCruiser","No clue"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:31 PM","Kylexy","stay in 0.055 dont get any lower lol"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:54 PM","charchar","No movement at all"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 2:56 PM","Imnoobonly","700+ counter red.... Just hope today close 0.055 very good jor..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 3:23 PM","Imnoobonly","Supermax moving up... All counters following..."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 3:41 PM","tradersampah","demit, esos again"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 3:42 PM","BabyAce","ESOS and private placement also can't differentiate hahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 3:53 PM","tradersampah","what different, still selling cheap to those they want."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 4:04 PM","BabyAce","You create new ID today just to say ESOS? Funny fele haha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 4:16 PM","Seiran","Guys, 0.060 close hari ni"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 4:20 PM","tradersampah","not create new id..i just found this forum..so seem interesting..so join the korum hangpa"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=181","Nov 17, 2020 4:22 PM","Seiran","Hi trader sampah, awat nama lagu tu? Hahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=182","Nov 17, 2020 4:23 PM","Seiran","Happy investing traderku"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=182","Nov 17, 2020 4:28 PM","Imnoobonly","Private placement bosku...."
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=182","Nov 17, 2020 4:31 PM","Kylexy","for sure cannot closed 0.06"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=182","Nov 17, 2020 4:33 PM","BabyAce","Today close @ 5 sen let Kylexy panic a bit :p"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=182","Nov 17, 2020 4:38 PM","Seiran","Maybe 0.055 guys"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=182","Nov 17, 2020 4:46 PM","Avalon88","Maybe today 0.055 will finish, tomorrow gap up to 0.060"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=182","Nov 17, 2020 4:49 PM","Imnoobonly","BabyAce Today close @ 5 sen let Kylexy panic a bit :p
Hahahahaha"
"https://klse.i3investor.com/servlets/forum/800000076.jsp?ftp=182","Nov 17, 2020 4:51 PM","Seiran","Ok, 0.055 guys, beli sebelum harga naik besok, yihaa"
