"icon_urls_link","icon_urls_date_date","icon_urls_date_user","icon_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Jan 30, 2019 2:22 PM","Shareview123","A lot of counters are giving a good opportunity to buy with good returns within a year .
This scenario is similar to the beginning of the years 1999 and 2006."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 4, 2019 12:05 PM","IconForever","Sad 9 months under PH. They must be punished in GE15."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 4, 2019 12:08 PM","BN_better","PH slow in everything. But fast to bring down share price."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 7, 2019 9:49 AM","Hidup_Anwar","Mahasiswa perlu lengkapi diri dengan karakter kemanusiaan - Anwar. Maybank staffs not human to approve Icon IPO?
http://www.astroawani.com/berita-malaysia/mahasiswa-perlu-lengkapi-dir..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 13, 2019 5:22 AM","I_want_to_be_rich","Brent USD 62.43.
https://www.bloomberg.com/quote/CO1:COM"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 13, 2019 11:02 PM","Crasd123","PH good , now all share almost go up , i bought NHestle rm65, now rm145 , good MNahathitr , fck baruah Najib"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 13, 2019 11:02 PM","Crasd123","Najib anak haram jadah makan babi"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 13, 2019 11:04 PM","Crasd123","Najib pariah , murder Kelvin, Atantuya, siapa joint BN, dia lah anak haram Najib, baruah BN"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 13, 2019 11:06 PM","Crasd123","BN sdh musnah, bcos murder of Pariah Najib to Atantuya, Najib should go to jail for 100years, but srill alive, Org Paria ini harus mati, Mati BN, baruah BN"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 13, 2019 11:07 PM","michaelwong","Hahahaha !!!! Best jokes babe.......l like it !!!! Najib suffer from delusion ..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 14, 2019 11:41 AM","apolloang","can after quarter results out loss until underwear left......hahaha"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 14, 2019 11:45 AM","michaelwong","Buy.....sell....buy....sell.....how possible to reach 50cts ? No one is going to place their excessive funds in banks loh !"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 14, 2019 11:48 AM","Hidup_Anwar","Anwar power?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 14, 2019 3:31 PM","azhanmatnordin","Why ???"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 14, 2019 7:30 PM","Crasd123","Same as Seacera rm0.35"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 15, 2019 10:11 AM","fl888","Anwar linked ? like ASB, Eden, all oil has gone up except the Icon of oil industry >>."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 16, 2019 11:20 AM","snwong13",".
Oil futures climb by more than 5% for the week!
https://www.marketwatch.com/story/oil-prices-gain-with-brent-headed-fo...
Dow Gains 444 Points to end Day and Week Higher Ahead of Trade Talks Next Week!
https://www.thestreet.com/markets/stocks-on-wall-street-rise-friday-on..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 18, 2019 10:15 AM","Labuan","Petronas cooperation vital for creation of jobs for Sabah youths
https://www.thesundaily.my/local/petronas-cooperation-vital-for-creati..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 18, 2019 9:28 PM","Undi_PAS","PH/BN hopeless. Vote Pas in GE15."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 18, 2019 9:58 PM","fl888","I CON u already ...hahaha.."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 18, 2019 10:00 PM","Undi_PAS","PH/BN only allow con. Under Pas those conned must be jailed/sebat."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 19, 2019 9:24 AM","Undi_PAS","Under Pas at least people money still have not to be conned like under PH/BN."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 19, 2019 9:29 AM","jeffng570","under pas...malaysia will bankrup"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 21, 2019 5:50 AM","fl888","Icon is underperforming among all oil stocks...must play catch up today lah...."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 22, 2019 2:41 PM","BigDaddyCool","probably this quarter is also losses"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 22, 2019 4:42 PM","newbie5354_","Why oil up Icon down? QR leak out?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=105","Feb 22, 2019 4:43 PM","newbie5354_","If QR bad why BOD cannot change sifus?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 26, 2019 4:23 AM","5354_","Brent crude oil could easily rise into the $70-$75 per barrel trading range in the coming months, Goldman Sach says.
https://www.cnbc.com/2019/02/25/oil-may-soon-hit-75-goldman-warns-but-..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 26, 2019 8:09 AM","fl888","Tp 13 also cannot reach. ..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 26, 2019 11:30 AM","Ron90","https://www.thestar.com.my/business/business-news/2018/06/29/icon-offs...
enter recently to expect this coming result 4/2018 much better and green on wards"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 27, 2019 7:47 PM","bovunbursa","Huge losses"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 27, 2019 8:00 PM","birkincollector","lol......ron9 kena burnt"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 27, 2019 8:08 PM","pasarku","Total loss"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 28, 2019 12:09 AM","apolloang","another perisai in the making"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 28, 2019 5:00 AM","fl888","Sure calll for ri or pp to support its rm275 million OG contract ..?...."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 28, 2019 8:44 AM","Undi_PSM","Under PH and new CFO this is the result? Hidup PSM in Semenyih."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 28, 2019 8:44 AM","BigDaddyCool","RIP icon.....a total CON company...IPO 1.85 now making losses q to q...."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 28, 2019 8:47 AM","Undi_PSM","fl888 you better die with PH haha."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 28, 2019 9:21 AM","Undi_PSM","KNM bigger loss 9 sen. Something wrong with PH govn."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 28, 2019 9:30 AM","Undi_PSM","Under PH BOD no need change even lousy?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 28, 2019 9:47 AM","fl888","Undi-PSM will die due to his karma remarks ,,,,,,,time will tell...."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 28, 2019 10:21 AM","Crasd123","Icon duture rm8.8"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Feb 28, 2019 1:37 PM","birkincollector","Lol 8.8?? If there are 100 KYY buying. Lol"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 2, 2019 10:28 AM","Crasd123","Future rm90"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 2, 2019 2:40 PM","fl888","Will Petronas Carigali be the White Knight for Icon ?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 2, 2019 2:40 PM","fl888","Will Petronas Carigali be the White Knight for Icon ?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 2, 2019 2:42 PM","IconForever","New CFO is from QSR(KFC). Possible QSR RTO?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 3, 2019 12:48 PM","newbie2018","KNM bigger loss than Icon why can up? Is it promoters in Icon lousy?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 3, 2019 3:52 PM","fl888","Looks like Icon may join the PN17 gang as their shareholder equity is below the 25% threshold KLSE standard ..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 5, 2019 8:46 PM","IconForever","No wonder drop. fl888 non shareholders lousy posting. Why not sell off your Icon and stop postings here?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 6, 2019 9:04 AM","5354_","Sultan Brunei in KL last 2 days and part of Icon business is from Brunei. Will Tun M(M'sia) request Sultan Brunei help increase Icon business activity in Brunei?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 6, 2019 9:16 AM","fl888","Like this , got hope for Icon to fly back to 15. Hahaha.."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 6, 2019 3:19 PM","birkincollector","Recovering very strong!"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 7, 2019 9:17 AM","VerySmallFish","Move in?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 7, 2019 9:38 AM","Hidup_Anwar","10 sen max? Why not Anwar PM?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 7, 2019 7:45 PM","snwong13",".
Be prepared!
Know who are the major shareholders.
Today it ran to 10 sen!"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 9, 2019 9:23 AM","Oil_n_Gas","A more vibrant outlook seen for upstream O&G
Read more at https://www.thestar.com.my/business/business-news/2019/03/09/a-more-vi..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 14, 2019 4:08 AM","5354_","Brent USD 67.67."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 14, 2019 4:09 AM","5354_","Ten years before known oil, gas reserves run dry
https://www.malaysiakini.com/news/467781"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 14, 2019 4:11 AM","5354_","The ministry told the Dewan Rakyat today that Petronas will have to continue exploration efforts domestically and abroad in order to ensure Malaysia's fuel supply was sustainable
https://www.malaysiakini.com/news/467781"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 14, 2019 6:11 AM","fl888","Looks like Icon will hit TP 15 easily..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 14, 2019 8:18 AM","fl888","Too quiet and somebody collecting silently,,,to blow ICON up up up....hopeffully today...."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 14, 2019 9:38 AM","stocking","slowly collecting"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 15, 2019 9:43 AM","Undi_PAS","Under PH/BN like no hope to IPOs' subscribers. Why not try Pas in GE15?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 15, 2019 10:03 AM","Undi_PAS","Why BN can approved IPO RM 1.85 worth only 10 sen today? If Pas the govn today sure revoke IB license who approved Icon IPO."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 18, 2019 9:28 AM","Flyinghorse","Going down now....0.100"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 18, 2019 12:29 PM","IconForever","Many day traders here? Why no good postings to protect?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 18, 2019 12:30 PM","IconForever","Attack haters postings why no balls? Pondans ka?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 18, 2019 4:04 PM","Undi_PAS","PH/BN no dare. Pas will close IBs' who approved Icon IPO at RM 1.85."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 18, 2019 4:35 PM","Undi_PAS","Under Pas who approved rubbish IPOs' the bankers must give interest free loan."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 18, 2019 4:43 PM","fl888","Crazy Impairment provision for last qtr which mean Icon has been buying Scorpene Submarine vessels for what..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 19, 2019 2:51 PM","commonsense","Investors that are hoping for a turnaround of this company result might be better off looking elsewhere. Even though the O&G industry in general has started to turnaround, the same could not be said to the OSV industry. Given the still oversupply environment of vessels, it is highly unlikely that the charter rate and utilisation rate will improve that much which will only means further depressing financials for companies like Icon.
As of Dec 18, the total shareholders equity was a mere RM66.2mil which represent only 7.4% of its paid-up capital. Icon should have actually been already classified as a PN17 company as the shareholder’s equity is way below the 25% threshold level. Not sure why this is not the case.
If you are looking to hedge your portfolio outside of Icon Offshore (due to its weak earnings outlook and risk of being classified as PN17), I would recommend you to look at MBMR. (https://klse.i3investor.com/servlets/stk/pt/5983.jsp)
MBMR is a direct proxy to Perodua via its 22.6% interest in the company. Valuation is cheap at only 6.6x PE based on FY18 profit of RM166mil. PB is low at only 0.7x BV.
FY19 should deliver another profit growth year to the company. Profit growth will again be driven by the performance of Perodua (via MBMR 22.6% holdings in Perodua) from the still strong sales of new Myvi, sales of SUV Aruz and the introduction of the newly revamp Alza sometime in the 2H19. Aruz which commands a higher margin compared to other models, will help improve the total profit margin of Perodua (which will flow to MBMR’s bottom line as well).
MBMR is expected to achieve a profit of RM200mil in 2019. At the current share price, the company is being valued at only 5.5x which is a lot lower than the industry average of 15x PE. As an example, UMW (another company with exposure to Perodua) is currently trading at a PE multiple of almost 20x.
Good luck."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 20, 2019 12:26 PM","AntiPondan","Why so many pondans? Attack commonsense and fl888 no balls?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 20, 2019 3:21 PM","Hidup_Anwar","We wants Anwar PM. Tun M pls resign."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 21, 2019 12:47 PM","Mabel","Princess Icony has a very interesting back ground. So many Prince and White Knights came to the rescue, they came they saw. Unfortunately, they all perish..
Looking forward to see the next knights that will save this Princess."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 21, 2019 1:42 PM","fl888","commonsense, u should know why it is not under PN17.. because Lembaga Tabung Haji and related parties subscribed heavily in IPO at RM1.85....and now only 9...see FGV..and the likes"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=106","Mar 22, 2019 3:34 PM","lextcs","another ekuinas stks ready to pounce"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Mar 26, 2019 9:24 AM","fl888","ICON can be like Sapura, selling their massive impairment provision to announce profit for coming qtr ???"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Mar 28, 2019 3:17 AM","PH_better","Amir Hamzah(ex-Icon CEO) to head Tenaga Nasional
https://www.thestar.com.my/business/business-news/2019/03/27/amir-hamz..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Mar 28, 2019 6:48 AM","fl888","TNB will help LTH to recoup losses in Icon possible ?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Mar 28, 2019 3:19 PM","Undi_PAS","Pas will. PAS and Umno eye hattrick in Rantau by-election
Read more at https://www.thestar.com.my/news/nation/2019/03/28/pas-and-umno-eye-hat..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 1, 2019 3:36 PM","speakup","SC/Bursa should block Malaysian company Yinson bailout Singapore OSV company Ezion. Yinson should bailout local Malaysian OSV companies instead like Icon/Alam/Eatech! Why bailout Singapore OSV company????? FARK!
https://www.thestar.com.my/business/business-news/2019/04/01/yinson-wh..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 2, 2019 9:38 AM","5354_","Move more(in %) than Tenaga meaning Amir Hamzah appointment as Tenaga CEO is meant to rescue Icon?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 2, 2019 10:18 AM","Labuan","Regret to choose PH. Bridge to Labuan no more Icon also drop why must choose PH again in GE15?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 2, 2019 10:22 AM","lextcs","i hope BN will recapture Putrajaya so that RASUAH 2.0 and kleptocrat 2.0 will begin all over again."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 2, 2019 10:25 AM","lextcs","not free of corruption but free to be corrupt...wah kak kak kak hahahaha"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 2, 2019 10:27 AM","lextcs","charts shows 105 resistance...once broken will shoot...if only a small job award is announced to spark this breakout...boleh ka ekuinas?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 3, 2019 10:36 AM","lextcs","all it needs is a little AOC soon … then kabooomm"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 3, 2019 9:10 PM","snwong13",".
Yes, get ready!
Many others O&G counters already moving up.
Anytime from now...ICON..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 4, 2019 11:00 AM","Labuan","Back to 50 sen Icon we can say PH better than BN."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 4, 2019 11:48 PM","kakakemas","yes
snwong13 , icon...anytime from now.."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 1:15 AM","fl888","Lembaga Tabung Haji invested at RM1.85 during BN and now 10cts....how will PH rectify this financial dilemma...push Icon up !"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:04 PM","lextcs","see...one small job award will do the trick"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:06 PM","fl888","limit up like Scomi..hahaha"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:12 PM","lextcs","wtf...only 8m"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:15 PM","fl888","multiplier effect of 8m will apply..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:17 PM","lextcs","losses 500 million 8million job 100x multiplier effect ...next quarter make net 300million.....this is great cosmetic accounting...hahaha"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:19 PM","lextcs","I really cant wait to unload"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:32 PM","sheep","sell on news..beware"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:35 PM","sheep","contract lama?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:45 PM","8888_","TH how to rescue?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:48 PM","8888_","Today Parliament not talk abt Tabung Haji?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:54 PM","5354_","When sheep, lextcs talk bad you must go opposite haha."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:56 PM","5354_","Give more contracts then TH can be rescued?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 2:58 PM","5354_","Petronas not Icon shareholders? Why will they lose if Icon move up?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 3:00 PM","5354_","18. CIMB GROUP NOMINEES (TEMPATAN) SDN. BHD.
- EXEMPT AN FOR PETROLIAM NASIONAL BERHAD 4,000,000 0.34"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 3:01 PM","5354_","4 million Icon shares which i3 members got?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 3:02 PM","lextcs","all I know is 20% masuk pocket …. just nice for shopping weekend"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 3:02 PM","5354_",". LEMBAGA TABUNG HAJI 99,292,768 8.43"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 3:03 PM","lextcs","the rest u guys want to make how much...lu punya pasal la....apa malu bos"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 3:12 PM","5354_","Scomi TH, Petronas no shares also can rescue why not Icon?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 5:12 PM","genius","Continue up on monday"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 5, 2019 9:45 PM","snwong13",".
Yes, global oil price is set to rebound to next support level of USD70.
OPEC and OPEC+ are serious about that with Saudi taking the lead despite TRUMP anger!!.
With upcoming contracts, ICON will show more colors next week!!
I am still collecting!
Good Luck!!"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 6, 2019 5:41 AM","snwong13",".
Havel a good rest this weekend for a better ride on next Monday !!
BURSA will have another showtime for oil counters!!
Brent crude futures rose 94 cents, or 1.4%, to $70.34 a barrel, marking the first time the international benchmark has settled above $70 in five months. Brent finished the week 2.9% higher.
https://www.cnbc.com/2019/04/04/oil-market-us-crude-inventories-tighte..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 6, 2019 10:45 AM","newbie5354_","Brent USD 70.34 good for Icon?
https://www.bloomberg.com/quote/CO1:COM"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 6, 2019 10:56 AM","genius","For sure it’s a super good sentimen + contract award. It’s a boom rocket up"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 6, 2019 11:58 AM","freddiehero","fly together... all be rich rich tis year!"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 7, 2019 12:36 PM","snwong13",".
Yes, going to chase DESTINI !
Hold Tight!"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 7, 2019 5:50 PM","Ilham123","hopefully..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 8, 2019 7:31 AM","Spyron_09","this stock gonna by fly to the moon this week
Watch out!
good luck!!"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 8, 2019 7:41 AM","fl888","why not in PN17 is a good sign that something maybe on..."
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 8, 2019 7:43 AM","jasontangkap","Posted by Spyron_09 > Apr 8, 2019 7:31 AM | Report Abuse
this stock gonna by fly to the moon this week
Watch out!
good luck!!
fly to the moon, hahaha, loss $437 million last quarter, that is about 38 cents per share loss and it's worth, net tangible assets, is only 5 cents. please don't dream lah, so fly to the moon?"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 8, 2019 7:45 AM","nckcm","Contact only 8mil fly what oo"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 8, 2019 9:19 AM","Manteh110","Force selling"
"https://klse.i3investor.com/servlets/forum/800003587.jsp?ftp=107","Apr 8, 2019 9:21 AM","Manteh110","Parking 0.10"
