"censof_urls_link","censof_urls_date_date","censof_urls_date_user","censof_urls_date_Comments"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 13, 2020 12:53 PM","Mohd Akmal Hakim","I am buying. Lets go censof. Time to spike"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 21, 2020 9:55 PM","thesteward","A lot of people think only Ifca potential for GST but the truth is censof will be a likely candidate . Buy before late"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 22, 2020 3:23 PM","thesteward","Censof I believe will be good"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 24, 2020 2:46 PM","thesteward","This stock will fly"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 24, 2020 2:46 PM","thesteward","Mark my word"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 24, 2020 2:46 PM","thesteward","Fingers crossed"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 27, 2020 12:29 PM","thesteward","Haha already told you all ma at low"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 27, 2020 12:42 PM","thesteward","Hope next is matang"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 27, 2020 2:20 PM","Joe","Ifca might push today... Wait and see..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 27, 2020 11:22 PM","thesteward","Kekeke told you all low low today w fly .
Next watch matang lo"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 28, 2020 12:46 PM","Mohd Akmal Hakim","Rocket."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 29, 2020 6:53 AM","koyokui","Censof have american shark investor"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 29, 2020 12:31 PM","Cryptotrader","Who is the shark?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 29, 2020 8:55 PM","koyokui","Buy censof."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 30, 2020 6:50 AM","Cojack31","Fly2 next week"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 31, 2020 5:07 PM","thesteward","Yes censof this week latest next week hopefully will fly like eagle"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 31, 2020 5:08 PM","thesteward","https://www.theborneopost.com/2014/04/30/censoft-at-the-forefront-of-g..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","May 31, 2020 5:09 PM","thesteward","The above is old news in 2014 but still relevant . Fingers crossed"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 1, 2020 4:24 PM","koyokui","Buy censof covid related"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 1, 2020 11:42 PM","Cojack31","No power already.. dont buy"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 2, 2020 11:39 PM","Joe","Another miracle to happen soon.. This will be a big one coming..."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 3, 2020 4:18 PM","koyokui","Tp .17"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 3, 2020 11:09 PM","Joe","Just be patient my friends...."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 4, 2020 7:24 PM","SureHuat","Tomorrow will fly"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 4, 2020 11:52 PM","Cojack31","Run2. Will crash back to 5 cts.."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 5, 2020 10:12 AM","SureHuat","really no power, sharks please come again"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 5, 2020 11:10 AM","koyokui","Malaysia stock still low compare to another regiion"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 5, 2020 3:22 PM","Cojack31","No power ..die..die"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 5, 2020 4:53 PM","Joe","Still waiting for something to pop up"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=150","Jun 5, 2020 7:56 PM","Mohd Akmal Hakim","accumulate back at 0.10-0.115. no way it will move sooner unless more people cutloss at this price"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 6, 2020 4:43 PM","Cojack31","Stimulus package by gov. Any good impact for censof?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 7, 2020 6:51 AM","koyokui","Censof tp 18.5sen"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 7, 2020 7:38 AM","Cojack31","Samsul bin husin disposed 453,100 on 5th june"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 7, 2020 12:24 PM","SureHuat","Is this company providing solutions for e commerce, e wallet and so on?
if yes, it should be a futuristic company.
For big data environment in future, censof will play an important role in the market.
Correct me if I am wrong."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 7, 2020 3:20 PM","jonathanch","Coming Week Tp 0.185 sen GoGoGo"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 8, 2020 5:19 PM","Cojack31","Fly2"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 8, 2020 5:21 PM","Cojack31","But on technical side 10 to 11 cts only. Let see tommorow"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 9, 2020 9:56 AM","SureHuat","Miracle come.....UpUpUpUpUpUp"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 9, 2020 10:54 AM","Cojack31","Censof crashh coming..run..run"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 9, 2020 2:02 PM","SureHuat","Looks bad in TA"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 9, 2020 5:59 PM","ronald118","patrick wong sold all his shares also...beware"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 10, 2020 12:23 PM","Mohd Akmal Hakim","i am buying. the stock already oversold. lets go censof"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 10, 2020 2:42 PM","jan17sep4","I just bought yesterday, if today up TA will change"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 10, 2020 10:57 PM","Cojack31","Tommorow fly like connect"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 12, 2020 8:01 AM","Cojack31","No news ..where u get the info?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 15, 2020 10:16 AM","koyokui","Usa syndicate will enter censof. Watch this counter"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 15, 2020 8:13 PM","koyokui","Always push to .15. Buy now not when high"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 15, 2020 10:17 PM","kuifun","Koyokui, where you get this info?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 16, 2020 9:46 AM","Joe","Censof... Coming in... No turning back... All the way shortly...waited too long... GST"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 16, 2020 9:55 AM","Joe","Soon or later... Need to be patient"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 16, 2020 7:27 PM","Cojack31","Keyasic.. hhhcorp sudently fly. Censof still sleeping"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 19, 2020 12:10 AM","Mohd Akmal Hakim","I think this company will get a lot of contracts from govt going forward. After covid era has passed, i still believe we will start a new norm where we are going to focus more on the digitalisation."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 19, 2020 11:27 PM","acccord83","Collect more"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 22, 2020 12:07 PM","dsgsolution","Any news on this Counter? BUY, SELL or HOLD. Please advise."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 22, 2020 9:48 PM","acccord83","Tech otw lor.buy,buy"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 23, 2020 2:58 PM","koyokui","Buy censof got momentum today"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 9:38 AM","btm6361","buy b4 late"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 9:51 AM","Oracle of Omni","Go censoft, test 15 c high, buy now before too late"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 9:51 AM","Oracle of Omni","after 13.5 clear will start clearing 14c"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 10:05 AM","fl888","Censof own a lot of DNEX..so sure be ok ?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 10:18 AM","Oracle of Omni","Go censoft, 0.13 collect so much, start eating 0.135 before too late"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 10:34 AM","Oracle of Omni","Gogogo someone starting eating 0.135"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 10:38 AM","koyokui","Buy now before too late suprise news coming"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 10:53 AM","Oracle of Omni","0.135 fnishing. Eat now!!!"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 11:01 AM","Oracle of Omni","Look at the buy queue on 0.13. 0.135 left a little"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 11:29 AM","jonathanch","censof come up ,TG price Rm0.35"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 11:57 AM","Oracle of Omni","13C strong support. strong BUyer"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 12:08 PM","Oracle of Omni","Someone buying 13c, finishing"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 12:11 PM","tallman","Why rakuten recommend ppl buy this holland stock?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 12:14 PM","Oracle of Omni","Because technical wise, its rebounding. Not for fundamental"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 6:27 PM","auxsin88","How about tmr, run or hold? Any commet?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 6:40 PM","ID007","waiting qr release"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 9:48 PM","jameslimsingpoh","waiting"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 24, 2020 9:49 PM","jameslimsingpoh","TP for tomorrow:16 sen"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 25, 2020 12:02 AM","auxsin88","Because of Dow Jones drop, I think tmr klse drop again"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 25, 2020 3:14 PM","koyokui","Buy censof rumours good news"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 25, 2020 4:32 PM","auxsin88","Any news?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 25, 2020 5:58 PM","NAZR92","wow that qr.."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 25, 2020 6:07 PM","mf",""
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=151","Jun 25, 2020 6:11 PM","fl888","Fantastic qtr result.....sure up ?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=152","Jun 25, 2020 7:16 PM","ID007","Gg all guru tipu"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=152","Jun 25, 2020 7:52 PM","auxsin88","Are you kidding me? I think limit down"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=152","Jun 25, 2020 10:21 PM","Pirateboon","dun use margin buy stock when stock start fall,censof teach all good lesson"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=152","Jun 25, 2020 11:14 PM","pang72","As o drop to 3c again.."
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=152","Jun 26, 2020 12:01 AM","tien171","so big Q loss ... why buy ?"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=152","Jun 26, 2020 6:24 AM","auxsin88","Loss for the margin buy call at Mac, that day because of this already drop to 4 sen"
"https://klse.i3investor.com/servlets/forum/800001017.jsp?ftp=152","Jun 26, 2020 9:19 AM","greedy44444","QR reported loss almost 70 million also got people chase...a small company with so huge losses. Good luck to the shareholders !"
