"do_urls_link","do_urls_date_date","do_urls_date_user","do_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 12, 2019 7:51 AM","Friendship","Yesterday’s closing at 0.70 indicates that strong support zone was formed!
Today onwards strong rally! First target 1.00 by end of the week is very possible!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 12, 2019 10:13 AM","jcpy","The articke below is the latest update on China's new engine of growth based on EV sales.
https://www.businesswire.com/news/home/20190311005449/en/30-Billion-Ch..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 12, 2019 11:17 AM","Manekineko","Thanks jcpy for sharing the article. The TV trend is coming and let's see what D&O can benefit from it."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 12, 2019 6:01 PM","jcpy","@Manekineko, I'm afraid D&O has phased out their TV segment due to low profit margin. They are now fully focus on Automotive segment, which command higher margin, especially their new products on Energy vehicles."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 13, 2019 8:45 AM","jcpy","Another round of ESOS listed yesterday, so expect abt 1 mil shares to flood the market today."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 13, 2019 9:22 AM","Lohvictory","李家全：全球经济放缓 槟1工厂瘦身 及1工厂暂停运营THhttp://penang.chinapress.com.my/?p=1372563"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 13, 2019 9:23 AM","Lohvictory","http://penang.chinapress.com.my/?p=1372563"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 13, 2019 9:23 AM","Lohvictory","Osram is having vision that slow down in market"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 13, 2019 9:24 AM","Lohvictory","Might be led counter also facing same issues"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 13, 2019 1:00 PM","Manekineko","@jcpy, thanks for the comment. Typo error, should be EV than TV. :P"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 13, 2019 1:01 PM","Manekineko","Waiting for another round of purchase if price drops further..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 13, 2019 10:32 PM","BryAn Sia","Really no eye see this stock, everyday wait for miracle but always disappointed"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 13, 2019 10:54 PM","JonasChia","lol i also waiting for it to rebound...as long can stay above support of 0.685 just wait some volume to go in should see technical rebound from forming double bottom.."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 14, 2019 8:41 AM","Torreira","wonder how come the price cant up although the quarter performance is good..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 14, 2019 10:49 AM","DO RE MI","collected at 0.69.."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 14, 2019 11:46 AM","DAN84","too many ESOS in between. operators keep disposing. but fundamental is strong..."
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 14, 2019 12:50 PM","BryAn Sia","What time can enter?"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 14, 2019 12:53 PM","veronTeo","3.33pm"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 14, 2019 11:08 PM","DAN84","Haha! Nice time!"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 15, 2019 11:42 AM","ChefSaham","trend reversal !"
"https://klse.i3investor.com/servlets/forum/800001459.jsp?ftp=28","Mar 15, 2019 2:34 PM","DO RE MI","collectttt!"
