"jtiasa_urls_link","jtiasa_urls_date_date","jtiasa_urls_date_user","jtiasa_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 18, 2018 10:15 AM","cpo_king","Dow Jones started tango lower and lower."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 18, 2018 10:16 AM","apolloang","good lah sell dow jones and buy Asian....hehe"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 18, 2018 10:35 AM","cpo_king","43.5 cents..recorded historical low.... Heading to 40 cents..."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 19, 2018 2:49 PM","cpo_king","Fed FMOC meeting tonight will announce interest hike 0.25 point. Dow will tumbling down 1000 points"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 19, 2018 2:49 PM","snrg888",""
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 19, 2018 2:49 PM","cpo_king","Red ocean bursa tomorrow"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 19, 2018 3:37 PM","cpo_king","Snrg88,
The current cpo price is below rm2000. Go to Malaysia palm oil board check the price.
The fact:
1) july-sept average price is Rm2300
2) oct-dec expected average price rm2100
3) jan-march next year expected price Rm1900
Scary... United Malacca latest result already in red"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 19, 2018 3:39 PM","cpo_king","More scary...
Got people quoted cpo price at rm2800..... What a joker is!!!"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 19, 2018 3:42 PM","cpo_king","Common sense... When the price almost hit new low on every week with high volume.... That tell you the worst is yet to come... Red report card is coming....industry Insider sold first"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 20, 2018 10:07 AM","cpo_king","As expected, touching rm0. 43 historical low again today..."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 20, 2018 10:09 AM","cpo_king","Dow Jones confirmed enter bear cycle after former fed chairman issued statement...
Cautious.... Heading to 20000 point before December end"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 21, 2018 10:47 AM","cpo_king","Cold eye admitted Palm oil sector is entering prolong bear cycle and not suitable for investment consideration.. Simply too early... No-one could predict when will hit the bottom
You can get the news via enanyang paper"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 21, 2018 3:16 PM","enjoe","http://www.mpoc.org.my/Malaysian_palm_oil_price_hits_8-week_high,_trac..."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 21, 2018 3:47 PM","cpo_king","Enjoe,
The price dropped back 1.4% today.... Still on yo-yo down trend..... To Rm1800...."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 21, 2018 3:48 PM","cpo_king","You should buy jayatiasa now if you got confidence.. Buy now!"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 21, 2018 3:49 PM","cpo_king","I wanted to cut loss... Please!"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 21, 2018 3:51 PM","cpo_king","45 cent will do"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 21, 2018 7:09 PM","coolguy","Timber sector should be doing better now but JT has such low harvest nowadays!"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 21, 2018 7:11 PM","coolguy","Hope for CPO to recover soon. All old trees should be chopped down for replanting now. Many plantation companies did that during the last CPO bear market."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 23, 2018 11:01 PM","worldinvestor","wow....valu buy now jtiasa"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 24, 2018 11:27 AM","enjoe","Cpo king, now already 45c, happy liao?"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 25, 2018 9:06 PM","calvintaneng","Merry Christmas to all at Jtiasa (giant treasure?)"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Dec 28, 2018 6:30 PM","enjoe","Bot at 0.43, Sold all at 0.47"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Jan 1, 2019 5:20 AM","lwyy60","debt so much, good luck guys."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Jan 1, 2019 10:00 PM","calvintaneng","Happy New Year to all at Giant Treasure"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Jan 3, 2019 10:34 AM","calvintaneng","Wahaha
Giant Treasure!!"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Jan 3, 2019 10:34 AM","RajaBursa2019","Giant Treasure
I likeeeeeeee"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Jan 3, 2019 1:00 PM","kasinathan","Although the company is under value at current price ranges, i noticed jayatiasa is not yield efficient as against other planters.
Take for instance, the total planted area has reached 69K hectar with average trees aging at 9 years but barely making small money in last quarter financial result as against the similar peer TSH With similar aging tree profile.
TSH just planted 42K hectar but making great money as against jayatiasa for the same corresponding period. The industry insider said the Operating efficiency for TSH is 23MT per hectar as against 19MT.
All these information derived from the annual report and quarterly report."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Jan 3, 2019 1:06 PM","kasinathan","If you believe in palm oil future, jayatiasa is not a best bet. Thus, the company hardly making good return to the shareholder for the past 5 years as against it similar peers in the industry.
Anyone who invested in the past 5 years can confirm my observation... Koon yew yin invested since 2013....losing big money.
Fong siling invested since 2017 must be carried paper loss at least 50% based on rm0. 50 cent today!!!"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Jan 3, 2019 1:16 PM","kasinathan","Taan have got exactly similar structure like jayatiasa but making great return in both timber and palm oil businesses as against jayatiasa.
The stock price difference between the two explain the gap as heaven and hell!
If the company can't making money from the active businesses....the minorities shareholder will be at the mercy of the controlling shareholder. Small minorities can't expect concreate return in term of capital gain or dividend but rely on the hope to sell its valuable NTA.
But the ugly reality is the controlling shareholder will do nothing but continue enjoying fat salary packages.
Year after year.... Oppourtunity cost incurred... Small minorities continued its daydreaming.."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Jan 3, 2019 1:23 PM","kasinathan","The explained why KLK, IOI, Genting Plantation, Tsh making good ROE and rewarding the shareholder even though their PE is higher... But making great capital gain for investors.
In essence, making money via under value stock can be only realized if the company is well managed and making operating profit constantly.
Jayatiasa is obviously under value if measure from NTA but not on operating performance.. it won't making you great money"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Jan 3, 2019 1:26 PM","kasinathan","This is my opinion after studied the past 5 year annual reports of all plantation company in bursa.
Jayatiasa invariably the bottom performance category... and can be caliberated the underlying reasons"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Jan 3, 2019 2:43 PM","Shadows","Next week will see the price drop back again"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=110","Jan 3, 2019 3:21 PM","looi88","Mr Kasinathan, TSH 42,000 hectares planted correct, but most of their plantation is in indonesia, 24,000 hectares, 59% of their planted oil palm is there. Operation cost in Indonesia and Malaysia there will be different"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 3, 2019 3:47 PM","kasinathan","Oh i see. Thanks for your explanation.
In my opinion, the selling price for cpo is the same irrespective the location. Hence, jatatiasa inherited with cost disadvantages. I'm also equally worries about the OER, clear cut.... The low yield per hectar can't allow to compete in the industry"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 3, 2019 3:54 PM","kasinathan","However, that's not equal to say you can't make money via jayatiasa. The sentiment of the market and the demand and supply would decide.
What i am suggedting is for the long term investment in the plantation sector, others certainly a better choice. The performance of the past 5 years confirmed that.
It's not essy to make money via this stock when cpo trending downward."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 3, 2019 4:07 PM","looi88","agree with what you say on cpo trending downward, there are also plenty potential plantation counter in indonesia as they are more cost productive compare to us. We will see jaya tiasa FFB production, yield and OER in this year and see their improvement"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 3, 2019 4:07 PM","babyrace",""
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 3, 2019 7:03 PM","stockraider","U can see the glass is half full or half empty loh...!!
But The fact that jaya tiasa plantation is not fully efficient yet, means there are alot of opportunity for improvement mah...!!"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 3, 2019 9:39 PM","calvintaneng","Some thoughts on Giant Treasure at current level
WHEN Jtiasa was Rm2. 60 Calvin told Uncle Koon to sell.
Now at 50 sen is 80% discount
AND favorable factors:
1. India cut tax helps cpo competes against soy and other seed oils
2. China cut tax for palm feeds for its pigs
3. Indo and Msia increase biofuel usage give support
4. Cpo stocks expect to deplete soon
5. More cpo export to China as New Year approaching
For plywood
Tokyo Olympic needs plywood
Jtiasa landbanks
Pan Borneo will unlock the value of lands in Sarawak. In Pulau Bruit freehold land is valued at only few cents psf. Sarawak is getting oil royalties for development
All are positive long term booster for jtiasa fundamental"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 3, 2019 9:41 PM","apolloang","u make 100% from carimin yet dian diam ar? hehe"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 4, 2019 9:50 AM","WilburR2","JTIASA! 80sens anyone game for it??? LOL"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 4, 2019 9:51 AM","WilburR2","Nice shooting for 2019"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 4, 2019 9:53 AM","WilburR2","just don't get shot ya!"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 4, 2019 9:53 AM","WilburR2","yea"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 4, 2019 11:53 AM","oregami","kasinathan talks like a plantation manager. well. in stock market we have to know what's the fund manager's opinions. r they ingesting base onbROE or NTA?"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 4, 2019 11:54 AM","oregami","*ROE or NTA."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 5, 2019 12:22 AM","ivan9511","up too fast
very good counter"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 8, 2019 1:50 PM","calvintaneng","WAHAHA!
https://klse.i3investor.com/servlets/forum/600189233.jsp"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 8, 2019 8:48 PM","Fabien _the efficient capital allocator","jaya tiasa is worth a look
probably the cheapest plantation stock based on EV/HA of less than RM25k
sarawak plantation land, judging from previous M&A transactions averaging around RM65k/HA"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 9, 2019 11:50 AM","sense maker","Nothing has changed since 2012 when Kyy (who recommended it) was warned of the rm1b loan which still sits there today while the share price has since plunged 75%."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 9, 2019 2:16 PM","calvintaneng","Yes
There is some changes
1. Pan Borneo highway commenced
2. No more oil Palm lands conversion
3. Log export banned"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 9, 2019 2:16 PM","jamal123456",""
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 9, 2019 4:27 PM","oregami","cpo price u turned. the worst is over."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 9, 2019 6:18 PM","Shadows","CPO still roller coaster and no light if EU continue to stress on environmental and risk of consuming palm oil."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 10, 2019 12:36 AM","oregami","EU has been making noises since many yrs ago. pay attention to inventory. going down soon."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 10, 2019 11:40 AM","Shadows","Inventory is just a short term and too volatile. Unless wanted to toss your luck with those buying low who trying to gain from you."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 10, 2019 11:53 AM","oregami","inventory is short term but it's fact. those policymakers r just doing monkey show to protect sunflower oil."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 10, 2019 11:54 AM","oregami","so monkey show is long term? why their ppl still prefer palm oil? it's cheap. simple."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 10, 2019 12:36 PM","calvintaneng","Received a small dividend from Giant Treasure"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 11, 2019 9:34 AM","oregami","let me tell u why Eu can't ban palm oil. if palm oil"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 11, 2019 9:35 AM","oregami","if they ban palm oil then they need to give Eu version of BRIM to everyone."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 11, 2019 9:39 AM","speakup","speakup boycott consuming palm oil for many years already.
Buy palm oil shares, OK. But definitely not consume palm oil."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 11, 2019 9:41 AM","oregami","palm oil"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 15, 2019 2:19 PM","chshzhd","keep..."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 15, 2019 3:28 PM","Jordan Khoo","i'm still keeping it"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 18, 2019 11:24 AM","wilsonchan87","TAN SRI DATUK DIONG HIEW KING @ TIONG HIEW KING on 14 Jan 2019 acquired 11,375,634 share"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 18, 2019 8:38 PM","calvintaneng","Soy Oil uptrending and Insiders buying should see more upside for Giant Treasure"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 23, 2019 4:59 PM","Buylowselllower","Last buying up 11.8% , what happen?"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 23, 2019 5:04 PM","nich0las","6.5sen, wow~ very high"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 23, 2019 6:09 PM","calvintaneng","Not high yet.
Just buy quietly"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 23, 2019 8:46 PM","Koon Bee","Suspect uncle Koon buying"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 23, 2019 8:51 PM","Icon8888","Reunited with old flame ?"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 23, 2019 10:22 PM","Koon Bee","Icon sifu also sapu?"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 23, 2019 11:12 PM","Icon8888","sigh don't mention lah
Legacy stocks cost 1.10
I am an honest person"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 24, 2019 11:12 PM","coolguy","This Jayatiasa is volatile at times. Holding this stock for years and having paper loss. Hope to recover when price moves up...
Pump and dump is the game here so need to get out at the right time.."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Jan 25, 2019 7:59 PM","Shadows","Jtiasa is for gambling. If you like gambling then why not give a try."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Feb 4, 2019 10:15 PM","calvintaneng","Happy New Year 2019"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Feb 10, 2019 3:00 PM","oregami","oil mill has been collecting ffb at dirt cheap price for the past 2months."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Feb 10, 2019 3:01 PM","oregami","their CPO cost is dame low. this quarter lots of profit!"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Feb 12, 2019 9:53 AM","Ir Fan Ting","Naim 888"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Feb 18, 2019 3:34 PM","Mytrd","Look like going to fly soon"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Feb 26, 2019 2:54 PM","snoopyspy","0.59 good investment opportunity"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=111","Feb 26, 2019 8:55 PM","ongkkh","Suddenly drop so much, someone know going to announce poor results?"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 4:32 PM","wahd","QR I think no good cause last year end CPO price damn low"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 5:14 PM","abang_misai","haha. worst quarter result in its history"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 5:16 PM","Chan Kok Chin","wait tomorrow onward gap down to buy more"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 5:18 PM","kasinathan","As expected... Jayatiasa recorded in red again
In all segments..
Clearly. ...with 69k hectar in prime tree average at 9 years... they are not competitive in palm oil as against tsh with only 42k hectar of similar tree aging profile...
Better.... Cut loss.."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 5:19 PM","kasinathan","Tsh is still making rm10kk for this quarter"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 5:24 PM","wahd","Habis"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 5:27 PM","kasinathan","I studied the details and found out 3 reasons for the difference results between the 2 companies:
1) the poor operating efficiency in plantation management resulted in low yield in jayatiasa. That is the reason tsh with 42k hectar planting is able to match the production of 69k hectar in jayatiasa.
2) Tsh operate in indonesia with lower cost.
3) Timber segment is still operating in red zone"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 5:29 PM","Fabien _the efficient capital allocator","let's wait for calvin comments on the results"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 5:30 PM","kasinathan","When the selling price is about the same.... The lower cost company is a better bet.
Jayatiasa...tutup kedai... Erase from my list.. Sayonara!!"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 5:34 PM","Philip ( buy what you understand)","So much for Calvin tan Holland drive promotion.
Up the hill then down the hill again...
How to keep track of so many bad stocks?
>>>>>>
03/01/2019 19:03
calvintaneng Some thoughts on Giant Treasure at current level
WHEN Jtiasa was Rm2. 60 Calvin told Uncle Koon to sell.
Now at 50 sen is 80% discount
AND favorable factors:
1. India cut tax helps cpo competes against soy and other seed oils
2. China cut tax for palm feeds for its pigs
3. Indo and Msia increase biofuel usage give support
4. Cpo stocks expect to deplete soon
5. More cpo export to China as New Year approaching
For plywood
Tokyo Olympic needs plywood
Jtiasa landbanks
Pan Borneo will unlock the value of lands in Sarawak. In Pulau Bruit freehold land is valued at only few cents psf. Sarawak is getting oil royalties for development
All are positive long term booster for jtiasa fundamental
03/01/2019 21:39"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 5:40 PM","qqq3","d by (S = Qr) Philip > Feb 27, 2019 05:34 PM | Report Abuse
WHEN Jtiasa was Rm2. 60 Calvin told Uncle Koon to sell.
Now at 50 sen is 80% discount
================
I remember calvin strong promotion in early 2017 ( $ 1.40 to $ 1.70)....but I tell him log and CPO production statistics ( they have to announce monthly very poor). Badly affected El Nino .............Calvin turn around and say El Nino good for them.........calvin is faith based healer."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 5:50 PM","kasinathan","I think none of us are well versed in all sectors... Able to acknowledge this shortcoming is the foundation to understand risk in investing.
Emotional in stock market is tantamount to commit suicide.....
If you see another company rimbunan hijau sawit from the same group of jayatiasa... Also incurred big loss....apparently.... They're not agood planter but also a bad business runner... Ignore the risk associated with cyclical business like palm oil... How come the company landed with such huge debt when dealing in palm oil businesses???"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 6:15 PM","beso","reported q2 net loss more than 60m， habislah counter ini"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 7:47 PM","lizi","wow.....new high !!! GENG...."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 7:50 PM","ramada","Luckily Calvin didn't write the promoting article related to Jaya Tiasa.
https://www.malaysiastock.biz/Corporate-Infomation.aspx?securityCode=4..."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 7:52 PM","Fabien _the efficient capital allocator","give calvin some breathing space. this quarter season has been tough for him...jtiasa, TA, eksons etc etc"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 7:53 PM","ramada","Oh my god, he wrote Jaya Tiasa before."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 7:57 PM","Integrity. Intelligent. Industrious. 3iii (iiinvestsmart)$€£¥","This company facing a very tough future.
Huge debts, almost $1 billion.
It was once promoted by KYY as the most undervalued plantation stock. Of course, he got it absolutely wrong. But he was smart to admit his mistake and escaped."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 8:02 PM","lachai2004","Just to find out whether Jtiasa has any connection with RSawit and WTK? Thanks"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 8:36 PM","oregami","gap down"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 27, 2019 11:05 PM","abc333","good luck！"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 28, 2019 8:51 AM","Alvin Low Kin Weng","No impairment lost...all is pure operating losses. OMG"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Feb 28, 2019 9:18 AM","rogers123","Bye bye to this counter"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Mar 3, 2019 10:15 AM","ccmeow","I will buy if it fall below 0.50"
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Mar 4, 2019 9:03 AM","Shadows","GGG palm oil."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Mar 5, 2019 12:22 PM","verylucky","tricky counter,never heard people gain profit from it,rather buy kmloong."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Mar 22, 2019 12:49 PM","commonsense","The company made a core net loss of almost RM50mil in the 1H19 due to weaker contribution from both the palm oil and timber divisions. Analyst are expecting 2H19 should to post better result but I am a bit sceptical of this given that the price of palm oil is still at an average of RM2100/tn in 3Q19. The most likely outcome would still be a loss (or a very small profit).
Based on the monthly timber report, 3Q19 result could potentially be worst than 2Q19. The total logs production in Jan and Feb 19 was only 23k cubic meter which is less than 60% of 2Q19 production output of 39.2k cubic meter. Unless you believe the company can churn out at least 16.3k cubic meter of logs in March, the 3Q19 result for the timber division would most likely be worse than the -RM7.7mil loss recorded in 2Q19.
I don't think that the palm oil industry will reverse their down cycle trend anytime soon given the general demand of the commodity is expected to go down in the future. China for example, is negotiating with US to take in more agriculture products from US which would potentially include soybean (or soybean oil). In general, Chinese consumption of oil would not actually grow that much. Any increase of soybean oil import from the US would actually means lower import for other types of oil from other countries (in particular palm oil from Indonesia and Malaysia).
Another issue is on the European demand of palm oil which is expected to go down exponentially given the proposed ban of palm oil use in food and biofuels industries in the future. They have already agreed to phase out the use of palm oil in transport fuel by 2030. Some countries like France and Norway have already started to move away from palm oil.
With this in mind you need to have a slightly long-term investment horizon when buying into oil plantation companies like Jaya Tiasa as the return to upcycle might not be in the near future.
If you are looking to hedge your portfolio outside of Jaya Tiasa (due to its weak earnings outlook) I would recommend you to look at MBMR. (https://klse.i3investor.com/servlets/stk/pt/5983.jsp)
MBMR is a direct proxy to Perodua via its 22.6% interest in the company. Valuation is cheap at only 6.4x PE based on FY18 profit of RM166mil. PB is low at only 0.7x BV.
FY19 should deliver another profit growth year to the company. Profit growth will again be driven by the performance of Perodua (via MBMR 22.6% holdings in Perodua) from the still strong sales of new Myvi, sales of SUV Aruz and the introduction of the newly revamp Alza sometime in the 2H19. Aruz which commands a higher margin compared to other models, will help improve the total profit margin of Perodua (which will flow to MBMR’s bottom line as well).
MBMR is expected to achieve a profit of RM200mil in 2019. At the current share price, the company is being valued at only 5.3x which is a lot lower than the industry average of 15x PE. As an example, UMW (another company with exposure to Perodua) is currently trading at a PE multiple of almost 20x.
Good luck."
"https://klse.i3investor.com/servlets/forum/800000681.jsp?ftp=112","Apr 2, 2019 9:35 PM","Nepo","Do this stock has any hope?"
