"genetec_urls_link","genetec_urls_date_date","genetec_urls_date_user","genetec_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","Mar 28, 2019 8:45 AM","Investor 9999","Review of 9 mths YTD FY 2019 vs 9 mths YTD FY 2018 (9 months period ended 30 Sept)
For the YTD 31 Dec FY 2019, the Group recorded a revenue of RM82.8 mil compared to RM72.0 mil for YTD FY 2018, which is an increase of 15%. Gross profit margin has increased to 21.3% compared to 18.4% for 2018.
The Group recorded a net tax (PAT after Non-controlling interest) of RM9.426 mil for the YTD FY 2019 as compared to RM3.702 mil in the corresponding 9 mths for period ended 31 Dec 2018, an increase of 255. The increase in profit was mainly attributable to improved operational efficiency. Refer to Excel Table Attached.
REVIEW OF PERFORMANCE Q3
For the current quarter ended 31 December 2018, the Group recorded a revenue of RM34.5 million, an increase of 25.5% or RM7.0 million as compared to a revenue of RM27.5 million recorded in the preceding corresponding quarter ended 31 December 2017. The Group recorded a net profit before tax of RM5.1 million for the current quarter under review as compared to a net profit before tax of RM3.7 million in the preceding corresponding quarter ended 31 December 2017.The increase in net profit before tax was mainly due to higher sales volume achieved and improved operational efficiency.
Genetec has a strong balance sheet with a nil net gearing. Its current assets is RM73.7 mil compared to current liabilities of RM 26.1mil. Its Share Capital is RM62.2 mil making up of 40.2 mil shares with a net asset of 191 Sen per share."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","Mar 28, 2019 8:45 AM","Investor 9999","Just buy and keep wait for it to explode like Dufu when time is right."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","May 28, 2019 7:36 PM","JMH96","any idea why QR dropped so much ?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","May 28, 2019 10:31 PM","Guys Nice View","Eat shit liao"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","May 28, 2019 10:39 PM","ramada","I bought at RM1.50 and sold at RM1.50 last week. Ha! Ha!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","May 28, 2019 10:40 PM","ramada","Don't bet on quarter results."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","May 29, 2019 9:34 AM","Khai Zam","Buy on weakness?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","Jul 29, 2019 1:07 PM","SuperPanda","lowest was at 1.14, so i buy some at 1.17.. this cmpny should give bonus share or split so price can be cheaper
can do for 1:1 bonus"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","Jul 30, 2019 7:11 AM","Hew Kiong Peng George","cold eye got 20000 lots in genetec n that ronnie tan also got nearly 10000 lots"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","Jul 30, 2019 9:07 AM","abc123","People already forgotten one so called sifu recommended this many years ago. Fried high then crashed! So many still licking the wounds. So make sure you are not the last man( or woman) standing if it happens again!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","Jul 31, 2019 8:50 PM","难得糊涂","revisit and buy in today"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","Sep 14, 2019 7:52 AM","Mush Joker","oops. drop again. till when.. hmmm"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","Nov 13, 2019 1:27 PM","KiraL","Share any good news, why keep up trending?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","Jan 10, 2020 4:17 PM","RogerTan901111","Finally got movement. Any good news?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","Feb 4, 2020 4:13 PM","peng01","genetec get contract, pls check announcement"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=122","Feb 4, 2020 4:17 PM","peng01","https://www.theedgemarkets.com/article/genetec-gets-new-orders-worth-r..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Feb 5, 2020 9:52 AM","RogerTan901111","Finally. It's a substantial contract."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Feb 5, 2020 2:33 PM","Mush Joker","ahhh"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Feb 7, 2020 1:45 PM","BlackWhite","Difficult to $2"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Feb 11, 2020 12:48 PM","BlackWhite","2020 still no $2"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Feb 26, 2020 8:35 PM","Cakes Moon","Difficult, because their earnings are volatile~"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Feb 26, 2020 9:04 PM","RogerTan901111","Good results"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Feb 27, 2020 7:03 AM","Investor 9999","Genetec expect price gap up for a fantastic Q3 result with Q3 EPS 20 Sen and 9 mth YTD EPS of 18.1 Sen
Valuation of RM2 to RM2.50 with PE range of 8 to 10.
Genetec is due for rerating given its improvement in top and bottom line in Q3 and also its recent announcement on 4 Feb 2020 on securing new orders of RM38.5 mil for its new financial year ended 31 March 2021.
At 163 Sen, it is currently trading on historical PE 11.8 based on FY 2019 EPS of 13.82 Sen and forward PE 6.52 using a projected EPS 25 Sen for FY2020. Based on our projected FY 2020 EPS of 25 Sen ( 9 mth YTD EPS is 18.1 Sen) , using PE 8 to 12 would give GENETEC a valuation range of RM2.00 to RM2.50.
For 9 mth YTD FY 2020 the Co recorded a revenue of RM72 mil (9 mth YTD FY 2019 RM82.8 mil) and a net profit of RM7.3 mil (9 mth YTD FY 2019 RM9.7 mil) with an EPS of 18.1 Sen (FY 2019 23.45 Sen).
Note that in FY 2019, there was an impairment of RM5 mil goodwill written off in Q4 FY 2019 turning it into a net loss after tax of RM 3.7 mil for Q4 and FY 2019 result with a lower profit of RM6 mil with EPS 13.82 Sen
REVIEW OF PERFORMANCE
For the current quarter Q3 ended 31 December 2019, the Group recorded a revenue of RM40.1 million, an increase of 16.2% or RM5.6 million as compared to a revenue of RM34.5 million recorded in the preceding corresponding quarter ended 31 December 2018.
The Group recorded a net profit before tax of RM8.1 million (NPAT RM8.1 mil with EPS of 20 Sen) for the current quarter under review as compared to a net profit before tax of RM5.0 million (NPAT RM5.0 mil with EPS of 12.4 Sen) in the preceding corresponding quarter ended 31 December 2018.The increase in net profit before tax was mainly attributable to higher sales volume achieved and improved operational efficiency."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Feb 27, 2020 9:38 AM","abc123","No gap up yet? 9999 please push!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Mar 31, 2020 9:57 AM","Sebastian Power","boss sudah beli, apa tunggu apa lagi? Average price RM1.1"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Apr 12, 2020 11:55 AM","zhangliang","agree with sebastian power"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 24, 2020 10:11 AM","Gen2","Why CKV resigned ?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 24, 2020 10:48 AM","cola","Don't worry about CKV resignation. His shareholding has increased from 10.19% (June 2019) to 15.59% as of yesterday."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 24, 2020 5:50 PM","mf",""
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 24, 2020 6:21 PM","Gen2","cola what not worry! He is the key person running the company forefront."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 24, 2020 9:55 PM","cola","He is the biggest shareholder and a non executive director, not the key persons that run day to day operation.
All the top 3 shareholders (and they are in the BOD) are increasing their shareholding in the company in the last 6 months. They wont do that unless they have confidence in the business."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 24, 2020 11:57 PM","Gen2","cola go check back how many shares the top management especially CKV owned 10+ years before compare now. You know what I mean by worry."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 25, 2020 9:32 AM","cola","Talking about history about this stock. It was once a darling stock back in 2015/2016. During the peak time, the top shareholder reduced his holding quite significantly before the price crash. After that, there was a reverse split (10:1).
Now, all the top 3 shareholders are increasing their shareholding again. However, the main reason I am in is because I think they are in the right business; not entirely due the insider activities. I see it as potential turn-around stock.
I have not looked at the QR in detailed, but the business was impacted due to COVID19, right? and also some impairment loss....
Anyway, there are still a lot uncertainties in the market. Consider selling or reducing position if you are worried."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 25, 2020 9:56 AM","Xcalibre","Warrior Traders VIP owner... how much you still hold in Genetec since buy call was made earlier?Gold club pulak...."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 25, 2020 9:58 AM","Xcalibre","Warrior Traders VIP owner... are you buying more now since lower price? You need to walk the talk.... and reply here ...."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 25, 2020 10:06 AM","Xcalibre","Don't think the Warrior Traders VIP owner has the balls to answer queries here.... so called stock guru...."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 25, 2020 11:16 AM","Gen2","cola they have been in the right business many years ago, with CKV leadership the results were mixed but still generating not too bad profits. Going forward, without CKV can they still performed the mixed results as previous or they are able to outperform in the semicon related market ?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 26, 2020 11:30 PM","zhangliang","Supporting well, will fulfill order soon since mco lifted. Next qr sure rebound kao kao"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jun 26, 2020 11:58 PM","Dkk08","Xcaliber,You still dare to trust those gurus recommendation?? WTVIP on 23/6 posted""Genetec director keep on buying what u afraid of""? But on 24/6 posted ""what we learn from Genetec results,as a trader we need to adhere to cut loss point 1.49"" U-tun like politicians la..hahaha"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jul 11, 2020 9:29 PM","zhangliang","Slow & low volume. When will volume come in. Dufu almost rm6, JCY & Notion oso Jalan. Don keep me waiting long time"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jul 17, 2020 4:54 PM","Xcalibre","@Dkk08 Not trusting the So called Stock Guru (Warrior Traders VIP pulak)... all these con men strategy and pump and dump......Luckily I didn't pay for their course..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Aug 9, 2020 10:41 PM","zhangliang","Wah rm1.7 Friday den fall back. Boleh rebound monday?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Aug 10, 2020 2:26 PM","Xcalibre","This is con artist job... Up already quick Chao first before the so called Warrior Trader get out before you...
Don't be conned by WT in tricking you to enter.. Once you enter.. WT will sell"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Aug 10, 2020 2:44 PM","Xcalibre","Later Warrior Trader will ask you to cut loss when it's down..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Aug 13, 2020 10:03 AM","86","suspended? any good news?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Aug 16, 2020 6:19 PM","zhangliang","Don noe, really?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Dec 25, 2020 1:15 AM","MR. BEAN","lao sai"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 9:39 AM","lavenderong","Genetec limit up. Wow. Look for cheap tech stocks to go in. ARBB."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 9:39 AM","Nick","Limit up"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 11:53 AM","apolloang","another corner stock.....4.00 kambing?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 12:18 PM","pfsurewin","look like going for rm10 soon.... car battery to vroom?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 12:46 PM","Silentreader88","most counters ends with ""tech"" fly high today.
will cheap and laggard like systech follow?
price still on the floor"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 1:42 PM","pfsurewin","I believe sth brewing here... sth hotz... better than greatech?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 2:31 PM","pfsurewin","that's I am waiting for UMA or else no chance to buy cheap"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 3:42 PM","pfsurewin","aiming good price..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 4:43 PM","investor9000","sold some at 2.63."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 6:14 PM","pfsurewin","another limit up tomorrow? huat a"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 6:14 PM","alphajack","huat arrrrrrr"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 10:12 PM","foong2","Uma how to limit up?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 18, 2021 10:31 PM","pfsurewin","replied to UMA liao.. "" tak tahu"" _ .. normal la... tomorrow see shark can belanja teh tarik or not.."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 19, 2021 9:09 AM","pfsurewin","big customer coming? huat"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 19, 2021 9:10 AM","soonheng","Genetec Technology is designing and building of customized factory automation equipment and integrated vision inspection systems. The company operates solely in the Industrial Automation segment. The company serves a diverse set of markets including automotive, hard disk drive industries, semiconductor, and electronics."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 19, 2021 9:10 AM","pfsurewin","masuk while still cheap"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 19, 2021 10:54 AM","foong2","big customer coming? huat..........pfsurewin-how u know?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 19, 2021 10:58 AM","LOOK009","Also (MSNIAGA 5011)(HIGHTEC 7033) will be the target of the rise."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=123","Jan 19, 2021 4:37 PM","pfsurewin","see sawing... nice"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 19, 2021 5:47 PM","Sunflower01","guys why down trend hah"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 19, 2021 7:02 PM","flutist88","something is brewing.. will goes to ATH RM4 at least"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 19, 2021 8:07 PM","pfsurewin","flutist do you know what is brewing? can share share?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 20, 2021 1:06 AM","flutist88","great news coming soon.. stay tune!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 20, 2021 8:59 AM","pfsurewin","recently north america hdd customer wanna pump 400mil into malaysia... genetec can get big slice? or new automotive customer?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 21, 2021 11:09 AM","cchong86","Hi pfsurewin,
You may be right abt their motive. Generally, the professionals will only touch Mysia with a 5-feet pole under the prevailing political predicament."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 21, 2021 11:10 AM","cchong86","Hi pfsurewin,
TQ for sharing."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 21, 2021 1:09 PM","pfsurewin","3 days spike. today doing dry cleaning.. maybe there's more to come."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 21, 2021 3:21 PM","wkkht","Only the bonus issue counter can keep rising. (EITA, AMTEL, FOCUSP)"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 23, 2021 10:00 AM","5877max",""
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 24, 2021 7:41 PM","Sunflower01","can start bonus issue"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 27, 2021 12:01 PM","deactivated","genetec can have an eye on it"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 27, 2021 3:19 PM","pfsurewin","wow lai Liao lai liao..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 27, 2021 3:20 PM","pfsurewin","cepat cepat masuk ... electric car...fully charged...going turbo mode"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 27, 2021 3:55 PM","The St. Goreng","genetec engine power"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 27, 2021 5:02 PM","The St. Goreng","hoseh"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 27, 2021 5:17 PM","pfsurewin","told you liao... electric car battery charged liao...better buy when cheap and before good news come..."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 27, 2021 9:19 PM","The St. Goreng","on board lo. Genetec NOSH 44m one simple push will blow up to the sky"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 27, 2021 10:35 PM","flutist88","tell u guys on d.. right? its going to blast like a rocket! coming RM4"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 27, 2021 10:43 PM","michaelwong","Tech stocks all power up with the introduction of digitalisation platform across the globe with the rising pandemic disease"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 9:31 AM","The St. Goreng","Engine Besar Genetec sudah warm up. Sudah mau shoot up lo"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 9:35 AM","The St. Goreng","Last call Last call. Ticket tak banyak dah. HSR sudah mau shoot in full speed!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 9:38 AM","pfsurewin","wah lao ... I am adding now... if today break 3.1 ... limit up is no sweat"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 9:39 AM","carilembu","WAIT FOR NEXT QR END FEBRUARY. MAY ANNOUNCE BIG LOSS. BETTER WAIT."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 10:38 AM","robertzz","people invest for prospect and future. nowadays profitable company doesn't mean will attract investor.. lembu.. lembu.."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 11:43 AM","The St. Goreng","All time high!!!"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 11:43 AM","investorbat","Lu again?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 12:05 PM","soonheng","Genetec is principally engaged in designing and building of customized factory automation equipment and integrated vision inspection systems."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 12:08 PM","investorbat","only 40mil shares company,hopes to give BI and warrant hahaha.Cold Eye is holding 4%"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 12:25 PM","pfsurewin","come-on... operator..throwing some cheap ticket now.."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 1:50 PM","flutist88","something is brewing..guys, lets ride it.. heard that today will RM3.40"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 2:13 PM","pfsurewin","if you guys never traded Heng yuan you before, I believe this will be the one... Hengyuan 2... 40mil tickets... up down roller coaster ride"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 2:15 PM","pfsurewin","flutist - ceiling is rm3.41....purposely down want limit up? share share info la."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 3:20 PM","LOOK009","Will the bonus issue be distributed?"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 3:32 PM","yiqqre","There should be a limit up next week."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 3:57 PM","The St. Goreng","No need limit up la, limit up kena UMA sien one.
Up time +15% correction time -5% in sustainable fashion lagi syok."
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 29, 2021 5:05 PM","pfsurewin","agreed.. as long shark kasi chance cari makan... correct 5% ngam liao"
"https://klse.i3investor.com/servlets/forum/800000125.jsp?ftp=124","Jan 31, 2021 6:54 PM","flutist88","this coming week is coming to RM3.5 to RM3.8.."
