"inari_urls_link","inari_urls_date_date","inari_urls_date_user","inari_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 10:44 AM","abundance8","hahahaha...."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 10:44 AM","abang_misai","https://klse.i3investor.com/blogs/hhe/2021-03-05-story-h1542032807-CLS..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 10:44 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 10:52 AM","cross9999","Gooshen , if can shot you would have been buried months ago, talk is cheap and you can keep your day dream, that’s why you are what you are now, designated loser ."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 10:56 AM","cross9999","Gooshen wanted to shot this since 2.94.
Hahahhahahahhahahahha
Stock: [INARI]: INARI AMERTRON BHD
Jan 14, 2021 2:40 PM | Report Abuse
Laughing time
2.94 drop to 2.84,
If can short, 10k pocket money again
ATM concept counter
Kikiki"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 11:03 AM","cross9999","Gooshen you wanted shot this since 2.72 ya
Hahahahhahahahhaha
Stock: [INARI]: INARI AMERTRON BHD
Dec 30, 2020 2:54 PM | Report Abuse
2.72, kikikiki
Haters all disappear again when price drop
How pathetic they are
If can short, another 10k pocket money to me"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 11:26 AM","Trader258","Goo Shen, can't understand why you need to be so boastful ..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 11:29 AM","OnTime","Goose egg he is."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 11:58 AM","MoneyMakers","Yummy really delicious price..US futures flat, hopefully see some green later"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 12:30 PM","newbie8080","Client Broadcom reported good revenue &earnings for quarter ending Jan2021.
Inari yet to report Jan-Mar2021.
Expecting good result.
https://investors.broadcom.com/news-releases/news-release-details/broa..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 1:11 PM","ASebastian93","Inari is good company and looking at the results. Should shoot up"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 1:17 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 1:39 PM","cheeseburger","wao, what a big drop for Inari..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 1:40 PM","cheeseburger","sell before it head towards 3.00.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 2:06 PM","MoneyMakers","Nsdq futures turn green! Good time for rebound after 4 days of sell-off"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 2:07 PM","cheeseburger","See how many shares EPF has dumped yesterday..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 2:26 PM","MoneyMakers","Getting oversold..time for bargain hunting"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 2:39 PM","GooShen","Still can go lower
Me excellent GooShen will show hand when price arrives my tp"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 2:48 PM","fireinvestor","EPF need to dump to cash out for I-Sinar"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 2:51 PM","MoneyMakers","EPF dump is our gain..holding strong"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 3:01 PM","MoneyMakers","Greatec turn (+)..time for some tech rebound"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 4:04 PM","MoneyMakers","Dow/Nsdq turning red..take some profits for the weekend"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 4:18 PM","GooShen","Below 3.00 must come first only can decide to buy or continue wait drop"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 4:54 PM","Trader258","Below Rm3.00 also not sure what to do, better don't say anything, please."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 5:05 PM","MoneyMakers","If not for Nsdq flashing red, would’ve reloaded 3.34 2nd time today..good company, 5G now expected in most smartphone"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 5:08 PM","Coty Rien","hehehe....little tip for everyone, Monday is going to be green"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 5:09 PM","Coty Rien","Mark my words"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 6:22 PM","GooShen","Something is wrong
Big boys keep selling, future prospect turns gloomy?
Monday possible another big drop"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 7:23 PM","cheeseburger","EPF dump again today..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 8:02 PM","ahchong01","ini hali ada beli sikit. jatuh bawah 3 mau kasi bili sikit"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 5, 2021 9:13 PM","legstrong","Who are the buyers when EPF and directors are selling? Funds? Can't be retailers?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 6, 2021 7:34 AM","Broker77","EPF needs to cash out to fullfill i Sinar obligation.. Not because this counter has problem"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 6, 2021 9:54 AM","stockraider","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 6, 2021 12:53 PM","onionchong","Please throw more i wanna collect."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 6, 2021 1:19 PM","cyrus_sam","這星期大家有買Inari 吧, 隨著美國科技股下星期很可能止跌回升, 下星期 Inari 股價也很可能也會會回升喔 ..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 6, 2021 2:41 PM","New2020","This stock good to invest for Long term?? Any sifu can advise??? To add my retirement money... hehehe.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=824","Mar 6, 2021 7:10 PM","Investoinvest","Tp5"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 6, 2021 9:54 PM","Johnsam","https://www.straitstimes.com/asia/east-asia/taiwan-can-only-provide-li..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 6, 2021 9:55 PM","Johnsam","Global shortage on semiconductor chip, get ready for another bull run this year"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 6, 2021 10:41 PM","Gabriel Khoo","PCL is the world’s largest maker of 16-gigabit small form-factor pluggable (SFP) optical transceiver modules, as well as one of the two 32G product suppliers globally. The Taipei-based company counts Foxconn Optical Interconnect Technology (鴻騰光電), Huawei Technologies Co (華為) and NEC Corp among its major clients."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 8:46 AM","superthunder","Today will not rise much, but should be around 3.50"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 9:23 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 9:40 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 9:46 AM","OnTime","goosebumps"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 10:17 AM","emsvsi","Pre-pandemic share price:
Genting Berhad: RM6.0x
Malaysia National Covid-19 Immunisation Programme starts end-Feb 2021 and expected completion by end-2021 (looking at the speed of progress, likely earlier). Full vaccinations are not required to see the effects of Covid-19 cases and most importantly deaths coming down (see Israel). Hence, by 4Q21 (Oct-Dec) you should be able to see the full effects. Note markets are 6-12 months forward looking (see Gloves). Therefore, latest by 2Q21 (Apr-Jun) we should see share prices pop back to at least pre-pandemic levels
Note: this has not take into account re-rating catalysts:
a) Pent-up demand from revenge travel and gaming (Lifting of lockdowns - MY; UK)
b) Skyworlds (2Q) and Resorts World Las Vegas (summer)
c) Celularity Inc listing (2Q21; assume 10% holding only)
d) *Mashpee Wampanoag Tribe promissory notes USD426.3 mil write-back
e) Resorts World NYC expansion
f) Resorts World Hudson Valley
g) New York state sports betting license bid
h) Japan Integrated Resort (IR) bid
i) Resorts World Sentosa upgrading
j) Plantation - CPO record high
k) Energy - Brent crude oil above USD 70
l) Property - Cyclical sector in an upcycle
m) Life Sciences - Vast potential (see US biotech and genomics co's)
n) International borders reopen / travel bubbles / vaccine passports
o) WHO declares pandemic over
Genting which is a Recovery / Value stock is now also a massive Growth stock
Disclaimer: The information and opinions expressed here are for educational purposes only and the contents of this post should not be construed as financial advice and does not constitute a buy or sell call. Consult your investment advisor before making any investment decision."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 10:19 AM","GooShen","3.29 now, come out la haters
Don’t hide when melt down happening"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 10:40 AM","newbie8080","Gooshen,
Share with you a secret.
Inari Batu Kawan plant existing plant for the 200,000 sf space is 90% utilised for production. The Q2 yielded RM90mil PAT with this current capacity and utilisation.
The current factory still have unused space of 480,000 sf.
Assumption that price of product manufactured remains constant, you are looking at RM270mil PAT per quarter at full utilisation of the 680,000 sf batu kawan factory.
That's more than RM1bil PAT per annum.
Based on IBs report, the company is securing a few new customer to fulfil the space.
1. chip & assembly
2. EV power management module
3. Swiss client-sub module assembly
4. HK client-proprietary optical transceiver
https://klse.i3investor.com/blogs/kenangaresearch/2021-01-27-story-h15..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 10:44 AM","Untitled","The only thing meltdown is your cheese brain."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 10:46 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 10:51 AM","supernewbie","director also run already"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 11:41 AM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 11:44 AM","Trader258","Goo Shen, when you think will break and go below Rm3.00 ??"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 11:44 AM","superthunder","Dont worry 3.57 by this week"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 11:50 AM","OnTime","Good"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 12:04 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 12:13 PM","Philan008","so Goo Shen, what price to enter ?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 12:15 PM","cross9999","The one who sold at 1.4 now awaiting for opportunity to buy at 3. Hahahhahahahhahahhaha."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 12:18 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 12:21 PM","Shinji","3.21 good. enter sikit for shortterm"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 12:25 PM","GooShen","Nonono, can be lower
Wait and see
You are impatient that’s why you catch falling knife"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 12:34 PM","jeannie","keep accumulating, why scare...drop then buy more...we are investor, no worry"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 12:35 PM","Shinji","haha. i have ""falling knife"" 1.6, 1.7 and 1.8 knifes since last year
Dun wait and see la bro you already missed 1.4, 2, 2.4, 2.7 boats"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 12:52 PM","ash0709","what's your tp for this stock?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 1:11 PM","abundance8","drop sumore, collect even more...kikiki"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 1:13 PM","Ahmadahmad88","Rm1 dun wan collect, collect when high, funny."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 1:46 PM","cheeseburger","RM3 is a strong support line, falling below the next will be RM2.70"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 2:01 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 2:38 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 2:45 PM","cheeseburger","cut loss is key to survival folks. Sell now dont wait."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 2:51 PM","Shinji","3.13 wa... ok offer again"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 2:52 PM","Vorster89","Excellent gooshen, I follow you and sold @ 3.5, must buy you coffee"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 2:55 PM","srigala","Time to buy guys. Look at what happend at DNEX last week. Dropping like crazy..today flying high"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 3:04 PM","HannahM","Fuyo price at nearest support now"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 3:07 PM","Cepheus","cut loss to a good stock is where you lose money, its not the key to survival, buying the dip to good stocks is"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 3:59 PM","loneranger3211","never mind la, just bought some."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 4:09 PM","yorkyork","It's my life
It's now or never"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 4:13 PM","HonLee","Added more..."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 4:17 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 4:19 PM","GooShen","Big volume price drop
gg lor
3.00 can break anytime"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 4:24 PM","yorkyork","Take Everything You Want"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 4:27 PM","yorkyork","你要的全拿走
剩下的我承受"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 4:29 PM","yorkyork","看见的都在消遣特价卖出不管它贵贱
一个接著一个一排接著一排的清点在消灭"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 4:48 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 4:51 PM","bgt9963","Lau sai...liow...!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 5:22 PM","yorkyork","你们知道今晚dj是大涨的吗？"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 5:29 PM","vanbasten9","Congrats gooshen...tomorrow devour more ikan bilis ok kekeke"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=825","Mar 8, 2021 5:52 PM","DreamEmperor","phewyyohhh"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 5:52 PM","DreamEmperor","apa sudah jadi nih"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 5:53 PM","DreamEmperor","klu ini macam kalo semua itu investors pun lari wor"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 5:54 PM","DreamEmperor","don't play play one wor"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 6:00 PM","GooShen","Dr doom already warn melt down like 2008 is on the way
Tomorrow below 3.00?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 6:38 PM","nigga1","Knee jerk that already last almost a week! Imaginary or real, better wait for clear direction!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 6:56 PM","yorkyork","Let horse come."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 7:08 PM","cheeseburger","Inari is a good stock, no doubt. Play according to the rhythm, is the key. There are many good stock out there as well, and all going down."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 7:48 PM","Mabel","It's a cycle..
If you miss previously, it's an opportunity
Malaysia No 1 Techs Mah.
Good to have in your collection
Meow"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 8:07 PM","superthunder","No worry, tomorrow will back 3.3 before go top 4.00 and on"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 8:18 PM","yorkyork","Don’t know how they see the DJ chart. 99% see samethings only 1% see different. 1% screw the 99%"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 11:03 PM","shearer202","Another water fall and bleeding day for bursa tech stocks tomorrow! If you dont have holding power pls cut loss and leave ! This is not a joke!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 8, 2021 11:59 PM","Stockisnotfun","Hmm its always buy the lowest sell the highest in bursa? Never see buy high sell higher can win except glove but now glove in downtrend."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 12:56 AM","jeremylin","Tomorrow sure back to 3.3 level giving nasdaq performance"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 8:26 AM","GooShen","You joker? 3.3 today? Lmao
You know Nasdaq drop 310 points?
Today is good trend to drop below 3.00, let’s wait"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 8:31 AM","mf","Nasdaq 12,609.16 -310.986 2.41%"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 9:17 AM","GooShen","3.02 sikit lagi"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 9:27 AM","newbie8080","Gooshen,
Good opportunity for you buy now. Later no more at level 3."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 9:42 AM","Aurora13","Back to 2+ today"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 9:44 AM","abundance8","better buy now don't missed the opportunity again, gooooooshen...lol"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 10:07 AM","superthunder","Today can maintain at 3.10 and above"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 10:08 AM","Roy 8","Minor correction in tech sector. Time to accumulate. Buy low and sell high. Drop from high 3.80 to 3.04!"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 10:43 AM","vanbasten9","C74 in 7 sen out 9 sen
Thanks Mamasan. Can fill up a Bezza until national day....full tank"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 10:47 AM","yorkyork","apple have a sign to recovery share price. take this oppurnity, if u miss a year ago. 4.20 tp still havent reach. keep fighting."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 10:53 AM","yorkyork","Don’t forget to re-buy all the stocks you panic sold yesterday at a higher price today"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 11:18 AM","Gaogaolat","nasdaq drop 300 point lo,"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 11:27 AM","yorkyork","yorkyork 你们知道今晚dj是大涨的吗？
08/03/2021 5:22 PM"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 11:55 AM","Trader258","Lucky me, managed to grab a bite @3.03 earlier. :-))"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 11:57 AM","yorkyork","if u shortterm player, 连最基本DJindex movement 都不会看。 可以收山。"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 12:07 PM","GooShen","Listen to you, reach horlan faster
Ask people catch falling knife above 3.40, now in denial
You think retailer has infinite money to catch knife ?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 12:14 PM","yorkyork","Don’t forget to re-buy all the stocks you panic sold yesterday at a higher price today"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 12:24 PM","abundance8","going to holland requires $$$$...have u been to holland before? bet u not.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 12:25 PM","investmalaysia8","Gooshen, Nasdaq up 1.5% Wei. Don’t want get on board meh kiki"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 12:34 PM","GooShen","Post removed. Why?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 1:00 PM","cheeseburger","lot of sheeps now trapped...hehe"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 1:19 PM","Gaogaolat","hahaha luckly i didnt buy at 3.20, tq sifu sifu here ."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 1:44 PM","SinHuat","actually shud be up already. Unisem, Penta, Vitrox already up more than 3%. Why Inari still down?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 3:52 PM","yorkyork","Don’t forget to re-buy all the stocks you panic sold yesterday at a higher price today, aka semicon ems. Apple today going to raise date fix March 23 new products launch."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 4:06 PM","kkteng70","WHy drop so much ?"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 4:17 PM","888Money","it's time to buy in?.... RSI oversold ready...."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 4:19 PM","loraedon","wow i came back here after so long. i remember GooShen keep telling Inari will drop when the price is around 1.30... and now he is still here. Thumbs up for u, keep up the good work"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 4:31 PM","888Money","wow,,.suddenly buying coming a huge lot"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 4:31 PM","GooShen","Those catch falling knife now is time to ko
Told you below 3 will come, now you believe ?
It is naive to buy and hold for long term
End up you suffer loss"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 4:36 PM","firehawk","NASDAQ FUTURES
201.00 +1.63%
Level 12,498.25
Fair Value 12,295.64
Implied Open +202.61
Data as of March 2, 3:24 AM EST. Based on March 2021 contract. Fair value provided by IndexArb.com."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 4:41 PM","cheeseburger","now dropped to $3.05...hehee
many sheeps kena trapped, now awaiting slaughter..morning time is for you all to run, chances gone"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 4:43 PM","yorkyork","Ipo 0.30 cents only. Siapa Ada hold? 100k jadi 5m"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 4:47 PM","kkteng70","hahaha.... 30 cent... that is japaeses hand story"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 4:52 PM","cheeseburger","indian oil story.."
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 5:57 PM","yorkyork","Don’t forget to re-buy all the stocks you panic sold yesterday at a higher price today"
"https://klse.i3investor.com/servlets/forum/800001951.jsp?ftp=826","Mar 9, 2021 5:58 PM","yorkyork","Actually I got friend holding until now. Every times I ask him. He say buy buy buy"
